artistID,artist_name,listener_count,total_listens,average_listens_per_listener,tag_assignment_count,top_tags,vibe_summary,popularity_tier,lastfm_url
228,Kings of Leon,235,148452,631.7,194,indie rock; rock; indie; alternative; southern rock; alternative rock; seen live; mellow; garage rock; male vocalists,high-energy; indie/alternative; vocal-forward,well represented in sample,http://www.last.fm/music/Kings+of+Leon
349,The Pussycat Dolls,233,130855,561.6,198,pop; rnb; dance; female vocalists; sexy; hip-hop; the pussycat dolls; american; favorites; female,upbeat; groove-led; vocal-forward,well represented in sample,http://www.last.fm/music/The+Pussycat+Dolls
159,The Cure,229,151103,659.8,312,new wave; 80s; post-punk; alternative; rock; alternative rock; indie; british; goth; gothic,high-energy; indie/alternative; dark,broadly popular in sample,http://www.last.fm/music/The+Cure
378,Evanescence,226,513476,2272.0,276,rock; female vocalists; gothic; alternative; gothic rock; alternative rock; metal; american; beautiful; evanescence,high-energy; indie/alternative; dark; vocal-forward,broadly popular in sample,http://www.last.fm/music/Evanescence
707,Metallica,224,371916,1660.3,346,metal; heavy metal; thrash metal; hard rock; rock; 80s; 90s; metallica; american; awesome,high-energy,broadly popular in sample,http://www.last.fm/music/Metallica
220,Red Hot Chili Peppers,222,116768,526.0,270,rock; alternative rock; alternative; funk; 90s; funk rock; classic rock; american; punk; cover,high-energy; groove-led; indie/alternative,well represented in sample,http://www.last.fm/music/Red+Hot+Chili+Peppers
486,30 Seconds to Mars,216,485532,2247.8,289,alternative rock; rock; alternative; emo; indie; 30 seconds to mars; male vocalists; awesome; progressive rock; seen live,high-energy; indie/alternative; vocal-forward,broadly popular in sample,http://www.last.fm/music/30+Seconds+to+Mars
533,Oasis,210,165975,790.4,309,britpop; rock; alternative; british; indie; alternative rock; 90s; indie rock; love; uk,high-energy; upbeat; indie/alternative,broadly popular in sample,http://www.last.fm/music/Oasis
299,Jennifer Lopez,209,144710,692.4,188,pop; dance; latin; rnb; female vocalists; female; female vocalist; sexy; 90s; amazing,upbeat; groove-led; vocal-forward,well represented in sample,http://www.last.fm/music/Jennifer+Lopez
959,Queen,208,114505,550.5,321,classic rock; rock; 80s; hard rock; 70s; british; glam rock; progressive rock; pop; classic,high-energy; upbeat,well represented in sample,http://www.last.fm/music/Queen
475,Eminem,204,321011,1573.6,274,rap; hip-hop; hip hop; eminem; pop; sexy; slim shady; american; catchy; love,upbeat; beat-focused,broadly popular in sample,http://www.last.fm/music/Eminem
599,David Bowie,198,133511,674.3,368,rock; classic rock; 80s; glam rock; alternative; british; 70s; 90s; electronic; experimental,high-energy; upbeat; indie/alternative,well represented in sample,http://www.last.fm/music/David+Bowie
1412,Led Zeppelin,196,203665,1039.1,339,classic rock; hard rock; rock; 70s; progressive rock; blues; british; acoustic; blues rock; psychedelic,high-energy; story-driven; groove-led,broadly popular in sample,http://www.last.fm/music/Led+Zeppelin
903,Amy Winehouse,195,213103,1092.8,242,soul; jazz; female vocalists; british; singer-songwriter; pop; blues; funk; 00s; female vocalist,upbeat; story-driven; groove-led; vocal-forward,broadly popular in sample,http://www.last.fm/music/Amy+Winehouse
511,U2,185,493024,2665.0,278,rock; classic rock; alternative; 80s; 90s; pop; irish; u2; seen live; alternative rock,high-energy; upbeat; indie/alternative,broadly popular in sample,http://www.last.fm/music/U2
424,The Strokes,184,130227,707.8,193,indie; rock; alternative; indie rock; alternative rock; garage rock; post-punk; 00s; the strokes; awesome,high-energy; indie/alternative,well represented in sample,http://www.last.fm/music/The+Strokes
325,Ashley Tisdale,182,166644,915.6,161,pop; dance; disney; female vocalists; ashley tisdale; pop rock; <3; guilty pleasure; teen pop; awesome,high-energy; upbeat; vocal-forward,broadly popular in sample,http://www.last.fm/music/Ashley+Tisdale
198,System of a Down,181,277397,1532.6,193,metal; alternative metal; rock; nu metal; alternative; alternative rock; system of a down; hard rock; american; heavy metal,high-energy; indie/alternative,broadly popular in sample,http://www.last.fm/music/System+of+a+Down
706,AC/DC,180,99820,554.6,192,hard rock; classic rock; rock; heavy metal; 80s; 70s; metal; 90s; blues rock; rock and roll,high-energy; groove-led,well represented in sample,http://www.last.fm/music/AC%252FDC
917,Iron Maiden,177,368710,2083.1,242,heavy metal; metal; nwobhm; hard rock; rock; seen live; 80s; new wave of british heavy metal; iron maiden; awesome,high-energy,broadly popular in sample,http://www.last.fm/music/Iron+Maiden
1090,Franz Ferdinand,173,82999,479.8,261,indie; indie rock; rock; alternative; britpop; british; alternative rock; 00s; scottish; pop,high-energy; upbeat; indie/alternative,well represented in sample,http://www.last.fm/music/Franz+Ferdinand
1098,Björk,172,202178,1175.5,439,electronic; alternative; experimental; female vocalists; icelandic; trip-hop; indie; electronica; ambient; singer-songwriter,upbeat; story-driven; chill; indie/alternative; beat-focused,broadly popular in sample,http://www.last.fm/music/Bj%C3%B6rk
318,Hilary Duff,169,123682,731.8,223,pop; dance; female vocalists; disney; hilary duff; pop rock; rock; amazing; american; favorites,high-energy; upbeat; vocal-forward,well represented in sample,http://www.last.fm/music/Hilary+Duff
982,Foo Fighters,164,88086,537.1,189,rock; alternative rock; alternative; grunge; hard rock; 90s; acoustic; american; pop rock; 00s,high-energy; upbeat; story-driven; indie/alternative,well represented in sample,http://www.last.fm/music/Foo+Fighters
429,The Smiths,162,91740,566.3,204,80s; indie; alternative; new wave; post-punk; rock; british; alternative rock; indie rock; uk,high-energy; indie/alternative,well represented in sample,http://www.last.fm/music/The+Smiths
1249,Guns N' Roses,161,133931,831.9,264,hard rock; rock; classic rock; 80s; metal; 90s; heavy metal; alternative; hair metal; american,high-energy; indie/alternative,well represented in sample,http://www.last.fm/music/Guns+N%27+Roses
310,Nelly Furtado,161,110218,684.6,226,pop; female vocalists; dance; rnb; canadian; folk; singer-songwriter; beautiful; female vocalist; sexy,upbeat; story-driven; groove-led; vocal-forward,well represented in sample,http://www.last.fm/music/Nelly+Furtado
294,Leona Lewis,160,162288,1014.3,129,female vocalists; rnb; pop; soul; love; ballad; british; beautiful; female vocalist; amazing,upbeat; groove-led; vocal-forward,broadly popular in sample,http://www.last.fm/music/Leona+Lewis
689,Florence + the Machine,159,113467,713.6,143,indie; indie pop; british; alternative; female vocalists; indie rock; amazing; folk; fun; love at first listen,high-energy; upbeat; story-driven; indie/alternative; vocal-forward,well represented in sample,http://www.last.fm/music/Florence%2B%252B%2Bthe%2BMachine
209,My Chemical Romance,157,159733,1017.4,186,rock; alternative; punk rock; emo; punk; alternative rock; screamo; my chemical romance; pop punk; seen live,high-energy; upbeat; indie/alternative,broadly popular in sample,http://www.last.fm/music/My+Chemical+Romance
328,David Guetta,155,63582,410.2,119,dance; house; electronic; 00s; sexy; techno; club; trance; 2009; female vocalists,upbeat; vocal-forward,well represented in sample,http://www.last.fm/music/David+Guetta
418,Sigur Rós,153,133955,875.5,288,ambient; post-rock; alternative; icelandic; experimental; indie; beautiful; chillout; post rock; electronic,high-energy; upbeat; chill; indie/alternative,well represented in sample,http://www.last.fm/music/Sigur+R%C3%B3s
544,Adam Lambert,153,115538,755.2,105,pop; rock; american idol; sexy; glam; love; male vocalists; dance; glam rock; adam lambert,high-energy; upbeat; vocal-forward,well represented in sample,http://www.last.fm/music/Adam+Lambert
464,3OH!3,152,94179,619.6,128,electronic; pop; dance; electronica; hip-hop; male vocalists; 2010; catchy; crunk; electropop,upbeat; vocal-forward,well represented in sample,http://www.last.fm/music/3OH%213
56,Daft Punk,151,176043,1165.8,209,electronic; dance; electronica; house; techno; electro; french; alternative; chillout; cool,upbeat; chill; indie/alternative,broadly popular in sample,http://www.last.fm/music/Daft+Punk
412,blink-182,150,102334,682.2,137,punk rock; pop punk; alternative; punk; rock; alternative rock; pop; <3; american; seen live,high-energy; upbeat; indie/alternative,well represented in sample,http://www.last.fm/music/blink-182
301,Alicia Keys,148,91066,615.3,185,soul; rnb; female vocalists; pop; singer-songwriter; piano; american; beautiful; ballad; jazz,upbeat; story-driven; groove-led; vocal-forward,well represented in sample,http://www.last.fm/music/Alicia+Keys
525,Gwen Stefani,145,65902,454.5,176,pop; dance; female vocalists; rock; alternative; pop rock; female; female vocalist; sexy; <3,high-energy; upbeat; indie/alternative; vocal-forward,well represented in sample,http://www.last.fm/music/Gwen+Stefani
686,Selena Gomez & the Scene,143,110123,770.1,96,pop; female vocalists; pop rock; <3; dance; disney; love at first listen; rock; selena gomez; awesome,high-energy; upbeat; vocal-forward,well represented in sample,http://www.last.fm/music/Selena%2BGomez%2B%2526%2Bthe%2BScene
1400,MGMT,143,86195,602.8,225,electronic; indie; alternative; psychedelic; indie rock; indie pop; dance; seen live; rock; awesome,high-energy; upbeat; indie/alternative,well represented in sample,http://www.last.fm/music/MGMT
441,Joy Division,141,99296,704.2,244,post-punk; new wave; 80s; alternative; british; indie; rock; alternative rock; post punk; 70s,high-energy; indie/alternative,well represented in sample,http://www.last.fm/music/Joy+Division
1104,Rammstein,140,129745,926.8,153,metal; industrial metal; industrial; rock; german; electronic; hard rock; heavy metal; 90s; alternative,high-energy; upbeat; indie/alternative,well represented in sample,http://www.last.fm/music/Rammstein
329,Justin Timberlake,140,91169,651.2,182,pop; rnb; dance; hip-hop; sexy; justin timberlake; male vocalists; hip hop; american; male vocalist,upbeat; groove-led; beat-focused; vocal-forward,well represented in sample,http://www.last.fm/music/Justin+Timberlake
538,Maroon 5,140,57009,407.2,176,pop; rock; pop rock; alternative; alternative rock; american; male vocalists; dance; indie; seen live,high-energy; upbeat; indie/alternative; vocal-forward,well represented in sample,http://www.last.fm/music/Maroon+5
868,The Doors,139,95880,689.8,207,classic rock; rock; psychedelic; 60s; psychedelic rock; blues; 70s; blues rock; oldies; american,high-energy; groove-led,well represented in sample,http://www.last.fm/music/The+Doors
233,Nine Inch Nails,138,160317,1161.7,231,industrial; rock; alternative; electronic; industrial rock; instrumental; 90s; alternative rock; seen live; ambient,high-energy; upbeat; chill; indie/alternative; cinematic,broadly popular in sample,http://www.last.fm/music/Nine+Inch+Nails
1246,Panic! At the Disco,135,120336,891.4,182,alternative; rock; emo; indie; alternative rock; pop punk; indie rock; pop; male vocalists; panic at the disco,high-energy; upbeat; indie/alternative; vocal-forward,well represented in sample,http://www.last.fm/music/Panic%21+At+the+Disco
217,Death Cab for Cutie,134,100298,748.5,202,indie; indie rock; alternative; rock; alternative rock; acoustic; indie pop; death cab for cutie; emo; love,high-energy; upbeat; story-driven; indie/alternative,well represented in sample,http://www.last.fm/music/Death+Cab+for+Cutie
331,Kanye West,134,94501,705.2,171,hip-hop; rap; hip hop; rnb; dance; kanye west; male vocalists; american; gay fish; 00s,upbeat; groove-led; beat-focused; vocal-forward,well represented in sample,http://www.last.fm/music/Kanye+West
7,Marilyn Manson,133,96201,723.3,178,metal; industrial; rock; industrial metal; alternative; american; cover; alternative metal; industrial rock; marilyn manson,high-energy; indie/alternative,well represented in sample,http://www.last.fm/music/Marilyn+Manson
316,Alanis Morissette,131,117229,894.9,214,female vocalists; rock; alternative; pop; singer-songwriter; alternative rock; 90s; pop rock; canadian; acoustic,high-energy; upbeat; story-driven; indie/alternative; vocal-forward,well represented in sample,http://www.last.fm/music/Alanis+Morissette
735,The Rolling Stones,131,87432,667.4,251,classic rock; rock; 60s; british; 70s; blues; 80s; rock and roll; 90s; hard rock,high-energy; groove-led,well represented in sample,http://www.last.fm/music/The+Rolling+Stones
1048,The Kooks,130,94398,726.1,169,indie; british; indie rock; britpop; rock; alternative; alternative rock; awesome; the kooks; cool,high-energy; upbeat; indie/alternative,well represented in sample,http://www.last.fm/music/The+Kooks
540,Fall Out Boy,130,79486,611.4,148,pop punk; rock; alternative; punk rock; emo; punk; alternative rock; pop; fall out boy; indie,high-energy; upbeat; indie/alternative,well represented in sample,http://www.last.fm/music/Fall+Out+Boy
182,Keane,129,75804,587.6,259,alternative; indie; britpop; british; rock; piano rock; pop; mellow; uk; beautiful,high-energy; upbeat; indie/alternative,well represented in sample,http://www.last.fm/music/Keane
681,Demi Lovato,128,139378,1088.9,149,pop; pop rock; disney; female vocalists; demi lovato; female vocalist; rock; <3; love at first listen; amazing,high-energy; upbeat; vocal-forward,well represented in sample,http://www.last.fm/music/Demi+Lovato
293,Ashlee Simpson,128,93828,733.0,199,pop; pop rock; female vocalists; dance; rock; female vocalist; ashlee simpson; female; guilty pleasure; teen pop,high-energy; upbeat; vocal-forward,well represented in sample,http://www.last.fm/music/Ashlee+Simpson
352,Cheryl Cole,128,67822,529.9,49,pop; female vocalists; rnb; british; dance; perfect; <3; 00s; 2009; electronic,upbeat; groove-led; vocal-forward,well represented in sample,http://www.last.fm/music/Cheryl+Cole
199,Arcade Fire,128,62735,490.1,149,indie; indie rock; alternative; rock; alternative rock; canadian; indie pop; folk; amazing; awesome,high-energy; upbeat; story-driven; indie/alternative,well represented in sample,http://www.last.fm/music/Arcade+Fire
425,Yeah Yeah Yeahs,128,53054,414.5,146,indie rock; indie; alternative; female vocalists; rock; alternative rock; punk; garage rock; dance; fucking awesome,high-energy; upbeat; indie/alternative; vocal-forward,well represented in sample,http://www.last.fm/music/Yeah+Yeah+Yeahs
1369,Black Sabbath,126,131397,1042.8,149,heavy metal; hard rock; classic rock; metal; rock; 70s; doom metal; british; 80s; black sabbath,high-energy; dark,well represented in sample,http://www.last.fm/music/Black+Sabbath
680,The Veronicas,126,114690,910.2,130,pop; pop rock; female vocalists; australian; dance; rock; electronic; awesome; electropop; indie pop,high-energy; upbeat; indie/alternative; vocal-forward,well represented in sample,http://www.last.fm/music/The+Veronicas
1934,Adele,126,75169,596.6,128,soul; female vocalists; singer-songwriter; british; indie; acoustic; chillout; jazz; piano; indie rock,high-energy; story-driven; groove-led; chill; indie/alternative,well represented in sample,http://www.last.fm/music/Adele
523,Lindsay Lohan,125,85160,681.3,152,pop; dance; pop rock; female vocalists; female vocalist; disney; rock; female; <3; female voices,high-energy; upbeat; vocal-forward,well represented in sample,http://www.last.fm/music/Lindsay+Lohan
225,Interpol,125,81822,654.6,151,indie; alternative; indie rock; post-punk; rock; alternative rock; seen live; interpol; post-punk revival; awesome,high-energy; indie/alternative,well represented in sample,http://www.last.fm/music/Interpol
614,Pearl Jam,124,251440,2027.7,136,grunge; alternative rock; rock; 90s; alternative; hard rock; pearl jam; 80s; atmospheric; awesome,high-energy; indie/alternative,broadly popular in sample,http://www.last.fm/music/Pearl+Jam
436,The Smashing Pumpkins,124,88270,711.9,177,alternative rock; alternative; rock; grunge; 90s; indie rock; awesome; indie; 00s; american,high-energy; indie/alternative,well represented in sample,http://www.last.fm/music/The+Smashing+Pumpkins
88,Gorillaz,124,69629,561.5,167,alternative; electronic; rock; hip-hop; indie; chillout; cool; dance; pop; british,high-energy; upbeat; chill; indie/alternative,well represented in sample,http://www.last.fm/music/Gorillaz
704,The Pretty Reckless,123,138049,1122.3,139,rock; alternative; female vocalists; indie rock; indie; alternative rock; love at first listen; post-grunge; <3; female vocalist,high-energy; indie/alternative; vocal-forward,well represented in sample,http://www.last.fm/music/The+Pretty+Reckless
161,Enrique Iglesias,121,97089,802.4,103,dance; latin; pop; love; male vocalists; ballad; duet; latin pop; sexy; enrique iglesias,upbeat; vocal-forward,well represented in sample,http://www.last.fm/music/Enrique+Iglesias
1672,Avenged Sevenfold,118,200949,1703.0,141,metalcore; hard rock; metal; hardcore; rock; heavy metal; a7x; alternative metal; screamo; avenged sevenfold,high-energy; indie/alternative,broadly popular in sample,http://www.last.fm/music/Avenged+Sevenfold
528,Pixie Lott,118,58312,494.2,87,pop; dance; female vocalists; british; love at first listen; female vocalist; love; <3; ballad; catchy,upbeat; vocal-forward,well represented in sample,http://www.last.fm/music/Pixie+Lott
226,Queens of the Stone Age,115,69833,607.2,131,rock; alternative rock; alternative; hard rock; stoner rock; grunge; seen live; 00s; experimental; groovy,high-energy; indie/alternative,well represented in sample,http://www.last.fm/music/Queens+of+the+Stone+Age
1375,Snow Patrol,115,57847,503.0,194,indie; alternative; indie rock; rock; britpop; british; alternative rock; chillout; beautiful; seen live,high-energy; upbeat; chill; indie/alternative,well represented in sample,http://www.last.fm/music/Snow+Patrol
203,Blur,114,318221,2791.4,207,britpop; rock; alternative; british; indie; alternative rock; indie rock; 90s; pop; fun,high-energy; upbeat; indie/alternative,broadly popular in sample,http://www.last.fm/music/Blur
1044,Slipknot,112,78363,699.7,146,metal; nu metal; heavy metal; rock; alternative metal; hard rock; nu-metal; alternative; acoustic; awesome,high-energy; story-driven; indie/alternative,well represented in sample,http://www.last.fm/music/Slipknot
966,Nickelback,112,41094,366.9,131,rock; alternative; alternative rock; hard rock; canadian; male vocalists; ballad; grunge; nickelback; post-grunge,high-energy; indie/alternative; vocal-forward,well represented in sample,http://www.last.fm/music/Nickelback
51,Duran Duran,111,348919,3143.4,381,80s; new wave; pop; new romantic; duran duran; synthpop; british; rock; 90s; electronic,high-energy; upbeat,broadly popular in sample,http://www.last.fm/music/Duran+Duran
238,Massive Attack,111,42195,380.1,239,trip-hop; electronic; chillout; downtempo; electronica; alternative; british; ambient; experimental; seen live,upbeat; chill; indie/alternative; beat-focused,well represented in sample,http://www.last.fm/music/Massive+Attack
757,Crystal Castles,110,59938,544.9,127,electronic; electro; electronica; 8-bit; new rave; dance; experimental; canadian; chillout; female vocalists,upbeat; chill; vocal-forward,well represented in sample,http://www.last.fm/music/Crystal+Castles
212,Bob Dylan,108,65145,603.2,168,folk; singer-songwriter; classic rock; 60s; blues; acoustic; folk rock; rock; 70s; 00s,high-energy; story-driven; groove-led,well represented in sample,http://www.last.fm/music/Bob+Dylan
972,t.A.T.u.,108,63661,589.5,145,pop; female vocalists; electronic; dance; russian; rock; 00s; alternative; electro; gay,high-energy; upbeat; indie/alternative; vocal-forward,well represented in sample,http://www.last.fm/music/t.A.T.u.
59,New Order,107,67259,628.6,247,new wave; 80s; electronic; post-punk; alternative; british; dance; indie; rock; electronica,high-energy; upbeat; indie/alternative,well represented in sample,http://www.last.fm/music/New+Order
324,Cobra Starship,107,55463,518.3,72,pop punk; rock; alternative; alternative rock; dance; indie rock; pop; electronic; indie; indie pop,high-energy; upbeat; indie/alternative,well represented in sample,http://www.last.fm/music/Cobra+Starship
709,The White Stripes,107,45355,423.9,171,rock; alternative rock; alternative; indie rock; indie; garage rock; hard rock; cover; 00s; awesome,high-energy; indie/alternative,well represented in sample,http://www.last.fm/music/The+White+Stripes
81,Portishead,107,43961,410.9,211,trip-hop; electronic; chillout; female vocalists; alternative; downtempo; electronica; british; trip hop; ambient,upbeat; chill; indie/alternative; beat-focused; vocal-forward,well represented in sample,http://www.last.fm/music/Portishead
314,Ciara,106,67979,641.3,112,rnb; pop; dance; hip-hop; female vocalists; hip hop; sexy; ciara; amazing; american,upbeat; groove-led; beat-focused; vocal-forward,well represented in sample,http://www.last.fm/music/Ciara
543,Nicole Scherzinger,105,73597,700.9,94,pop; rnb; female vocalists; sexy; dance; hip-hop; female; american; female vocalist; nicole scherzinger,upbeat; groove-led; vocal-forward,well represented in sample,http://www.last.fm/music/Nicole+Scherzinger
918,Megadeth,104,102662,987.1,148,thrash metal; heavy metal; metal; speed metal; 80s; 90s; megadeth; seen live; hard rock; rock,high-energy,well represented in sample,http://www.last.fm/music/Megadeth
1513,Ramones,104,73961,711.2,119,punk; punk rock; rock; 70s; classic rock; american; 80s; alternative; rock and roll; favorite songs,high-energy; indie/alternative,well represented in sample,http://www.last.fm/music/Ramones
907,Timbaland,104,56599,544.2,135,rnb; hip hop; hip-hop; pop; rap; dance; timbaland; electronic; 00s; american,upbeat; groove-led; beat-focused,well represented in sample,http://www.last.fm/music/Timbaland
930,Nightwish,103,83061,806.4,161,symphonic metal; metal; gothic metal; power metal; female vocalists; female fronted metal; gothic; heavy metal; finnish; rock,high-energy; dark; vocal-forward,well represented in sample,http://www.last.fm/music/Nightwish
458,Justin Bieber,100,200027,2000.3,105,pop; rnb; hip-hop; <3; gay; love at first listen; addictive; catchy; dance; love,upbeat; groove-led,broadly popular in sample,http://www.last.fm/music/Justin+Bieber
518,Within Temptation,98,78342,799.4,150,symphonic metal; gothic metal; metal; gothic; female fronted metal; female vocalists; rock; gothic rock; 90s; awesome,high-energy; dark; vocal-forward,well represented in sample,http://www.last.fm/music/Within+Temptation
187,a-ha,97,205195,2115.4,202,new wave; 80s; pop; synth pop; synthpop; electronic; norwegian; a-ha; dance; rock,high-energy; upbeat,broadly popular in sample,http://www.last.fm/music/a-ha
517,Korn,96,58163,605.9,126,nu metal; metal; alternative; rock; alternative metal; nu-metal; hard rock; 90s; seen live; 00s,high-energy; indie/alternative,well represented in sample,http://www.last.fm/music/Korn
