osm_id,name,pack_type,category,cuisine,distance_miles_from_rahway,rough_drive_minutes_from_rahway,within_45_min_model,team_use_case,address,city,website,phone,opening_hours,lat,lon,osm_url,data_confidence,recommendation_score,verify_before_booking
way/1190408665,Gym Outlaws,active_fun,fitness centre,,2.8,14,yes,active team-building or playful outing,"2, Lincoln Street, Linden, NJ, 07036",Linden,,,,40.6386161,-74.2428939,https://www.openstreetmap.org/way/1190408665,medium,127,yes
way/686969794,Centennial Avenue Pool,active_fun,sports centre,,2.9,14,yes,active team-building or playful outing,,,,,,40.648462,-74.2903955,https://www.openstreetmap.org/way/686969794,medium,123,yes
node/7024095990,Crunch Fitness,active_fun,fitness centre,,3.0,14,yes,active team-building or playful outing,"789, St Georges Avenue, Woodbridge, NJ, 07095",Woodbridge,https://www.crunch.com/locations/woodbridge,+1 732-510-1400,Mo-Th 05:00-23:00; Fr 05:00-21:00; Sa-Su 07:00-17:00,40.5662429,-74.2887917,https://www.openstreetmap.org/node/7024095990,higher,153,yes
node/6746752787,Hot Yoga,active_fun,fitness centre,,3.5,15,yes,active team-building or playful outing,,,,,,40.6546899,-74.3026083,https://www.openstreetmap.org/node/6746752787,medium,121,yes
node/10034060129,Planet Fitness,active_fun,fitness centre,,3.5,15,yes,active team-building or playful outing,,,,,,40.56048,-74.2975589,https://www.openstreetmap.org/node/10034060129,medium,121,yes
way/965262115,Warinanco Sports Center,active_fun,ice rink,,3.5,15,yes,active team-building or playful outing,,,,,,40.6532596,-74.245497,https://www.openstreetmap.org/way/965262115,medium,121,yes
node/6704429191,King Strength & Performance,active_fun,fitness centre,,3.6,15,yes,active team-building or playful outing,,,,,,40.6562235,-74.3051487,https://www.openstreetmap.org/node/6704429191,medium,121,yes
node/6387889654,Power Yoga,active_fun,fitness centre,,3.6,15,yes,active team-building or playful outing,,,,,,40.6559447,-74.3054825,https://www.openstreetmap.org/node/6387889654,medium,121,yes
node/6704405031,F45 Training,active_fun,fitness centre,,3.7,15,yes,active team-building or playful outing,,,,,,40.6575084,-74.3028007,https://www.openstreetmap.org/node/6704405031,medium,121,yes
node/11139863831,Footbik,active_fun,fitness centre,,3.7,15,yes,active team-building or playful outing,,,,,,40.5570518,-74.2987709,https://www.openstreetmap.org/node/11139863831,medium,121,yes
node/6641692492,Pole 2 Pole Fitness,active_fun,fitness centre,,3.7,15,yes,active team-building or playful outing,,,,,,40.5543669,-74.2797031,https://www.openstreetmap.org/node/6641692492,medium,121,yes
node/5425340026,Retro Fitness,active_fun,fitness centre,,3.7,15,yes,active team-building or playful outing,"675, Us Highway 1 South, Iselin, NJ, 08830",Iselin,https://www.retrofitness.com/location/woodbridgenj,+1-732-305-2257,Mo-Fr 04:30-24:00; Sa-Su 07:00-19:00,40.559519,-74.30867,https://www.openstreetmap.org/node/5425340026,higher,151,yes
node/11139863809,All In Adventures Escape Rooms,active_fun,escape game,,3.8,16,yes,active team-building or playful outing,,,,,,40.5560691,-74.2976536,https://www.openstreetmap.org/node/11139863809,medium,121,yes
node/3349177733,Woodbridge Township Marina,active_fun,marina,,3.8,16,yes,active team-building or playful outing,,,,,,40.556488,-74.2548184,https://www.openstreetmap.org/node/3349177733,medium,121,yes
node/1666759195,Cranford Canoe Club,active_fun,marina,,3.9,16,yes,active team-building or playful outing,,,,,,40.660281,-74.3059653,https://www.openstreetmap.org/node/1666759195,medium,120,yes
node/4203550350,Crunch - Garwood,active_fun,sports centre,,3.9,16,yes,active team-building or playful outing,"300, South Avenue, Garwood, NJ, 07027",Garwood,,,,40.6521943,-74.3236957,https://www.openstreetmap.org/node/4203550350,medium,124,yes
node/6578865689,Escapology,active_fun,escape game,,3.9,16,yes,active team-building or playful outing,,,,,,40.6522278,-74.3241349,https://www.openstreetmap.org/node/6578865689,medium,120,yes
node/6578865704,Fight And Fitness MMA,active_fun,fitness centre,,3.9,16,yes,active team-building or playful outing,,,,,,40.6521189,-74.3247464,https://www.openstreetmap.org/node/6578865704,medium,120,yes
way/688971273,Surgent's Elite School of Gymnastics,active_fun,fitness centre,,3.9,16,yes,active team-building or playful outing,"501, South Avenue, 07027",,https://www.surgentselitegym.com,,Mo-Fr 14:00-18:30; Sa 08:30-12:00,40.6507801,-74.3277868,https://www.openstreetmap.org/way/688971273,higher,146,yes
node/4632638927,Garwood Lanes,active_fun,bowling alley,,4.0,16,yes,active team-building or playful outing,,,,,,40.6534656,-74.3250663,https://www.openstreetmap.org/node/4632638927,medium,120,yes
way/195747969,Garden State Tennis Center,active_fun,sports centre,,4.1,16,yes,active team-building or playful outing,,,,,,40.6005764,-74.3557456,https://www.openstreetmap.org/way/195747969,medium,120,yes
way/492651252,Gold's Gym,active_fun,fitness centre,,4.1,16,yes,active team-building or playful outing,,,,,,40.6525894,-74.3281263,https://www.openstreetmap.org/way/492651252,medium,120,yes
node/6750542819,Orangetheory Fitness,active_fun,fitness centre,,4.1,16,yes,active team-building or playful outing,"502, North Avenue, Garwood, NJ, 07027",Garwood,,+1 908-737-1390,,40.6528732,-74.3292941,https://www.openstreetmap.org/node/6750542819,medium,128,yes
way/718973767,Parisi Speed School,active_fun,fitness centre,,4.1,16,yes,active team-building or playful outing,,,,+1 908-789-0053,,40.6524496,-74.3288653,https://www.openstreetmap.org/way/718973767,medium,124,yes
way/39680283,Shackamaxon Country Club,active_fun,golf course,,4.1,16,yes,active team-building or playful outing,"100, Tillinghast Turn, Scotch Plains, NJ, 07076",Scotch Plains,https://www.shackamaxoncc.com/,,,40.6275663,-74.3517437,https://www.openstreetmap.org/way/39680283,medium,132,yes
way/1009117003,Carteret Miniature Golf,active_fun,miniature golf,,4.2,16,yes,active team-building or playful outing,,,,,,40.571714,-74.2142336,https://www.openstreetmap.org/way/1009117003,medium,120,yes
node/6750542810,Pure Barre,active_fun,fitness centre,,4.2,16,yes,active team-building or playful outing,,,,,,40.6526307,-74.3311281,https://www.openstreetmap.org/node/6750542810,medium,120,yes
way/544636924,Surgent's Elite School of Gymnastics,active_fun,fitness centre,,4.2,16,yes,active team-building or playful outing,,,,,,40.6505095,-74.3357327,https://www.openstreetmap.org/way/544636924,medium,120,yes
way/339845101,Skyline Mini Golf,active_fun,miniature golf,,4.4,17,yes,active team-building or playful outing,,,,,,40.5477252,-74.3026308,https://www.openstreetmap.org/way/339845101,medium,119,yes
node/9809974392,barre3 Westfield,active_fun,fitness centre,,4.5,17,yes,active team-building or playful outing,"276, North Avenue East, Westfield, NJ, 07090",Westfield,,,,40.6504121,-74.3431496,https://www.openstreetmap.org/node/9809974392,medium,123,yes
way/688223958,Orange Avenue Pool,active_fun,sports centre,,4.5,17,yes,active team-building or playful outing,,,,,,40.6720507,-74.2961812,https://www.openstreetmap.org/way/688223958,medium,119,yes
node/7821177574,Planet Fitness,active_fun,fitness centre,,4.5,17,yes,active team-building or playful outing,,,,,,40.6001742,-74.1933576,https://www.openstreetmap.org/node/7821177574,medium,119,yes
relation/223730,Ash Brook Golf Course,active_fun,golf course,,4.6,17,yes,active team-building or playful outing,"1210, Raritan Road, Scotch Plains, 07076",Scotch Plains,https://www.ashbrookgolfcourse.com/,+1 907 756 0414,,40.6103911,-74.3661357,https://www.openstreetmap.org/relation/223730,higher,145,yes
way/824255141,Edison YMCA,active_fun,fitness centre,,4.6,17,yes,active team-building or playful outing,"1775, Oak Tree Road, Edison, NJ",Edison,https://www.ymcaofmewsa.org/locations/edison-ymca,+1 732-494-3232,Mo-Fr 06:00-21:00; Sa-Su 07:00-16:00,40.5712679,-74.3501499,https://www.openstreetmap.org/way/824255141,higher,149,yes
node/12444570938,Fly High Indoor Trampoline Park,active_fun,trampoline park,,4.6,17,yes,active team-building or playful outing,,,,,,40.6031571,-74.1906869,https://www.openstreetmap.org/node/12444570938,medium,119,yes
way/204080666,The Club At Woodbridge,active_fun,sports centre,,4.6,17,yes,active team-building or playful outing,"585, Main Street, Woodbridge, NJ, 07095",Woodbridge,,,,40.5434161,-74.301277,https://www.openstreetmap.org/way/204080666,medium,123,yes
node/12539963617,Crunch Fitness,active_fun,fitness centre,,4.7,17,yes,active team-building or playful outing,,,,,,40.586074,-74.1936388,https://www.openstreetmap.org/node/12539963617,medium,118,yes
node/10767181184,Unreal Escapes,active_fun,escape game,,4.9,18,yes,active team-building or playful outing,,,,,,40.5526128,-74.2190147,https://www.openstreetmap.org/node/10767181184,medium,118,yes
way/688205870,YMCA,active_fun,sports centre,,4.9,18,yes,active team-building or playful outing,Westfield,Westfield,,,,40.650608,-74.3523781,https://www.openstreetmap.org/way/688205870,medium,122,yes
way/1238119757,Emil Borg Sports Complex,active_fun,sports centre,,5.0,18,yes,active team-building or playful outing,,,,,,40.6026385,-74.1819574,https://www.openstreetmap.org/way/1238119757,medium,118,yes
node/13037896149,Powerhouse Gym,active_fun,fitness centre,,5.0,18,yes,active team-building or playful outing,,,,,,40.5558878,-74.2123524,https://www.openstreetmap.org/node/13037896149,medium,118,yes
way/699296176,Richmond County Youth Complex,active_fun,sports centre,,5.0,18,yes,active team-building or playful outing,,,,,,40.6006455,-74.1832973,https://www.openstreetmap.org/way/699296176,medium,118,yes
node/11735005127,Staten Island Crossfit,active_fun,fitness centre,,5.0,18,yes,active team-building or playful outing,,,,,,40.5971348,-74.1829449,https://www.openstreetmap.org/node/11735005127,medium,118,yes
node/10767181129,Staten Island Paintball Center,active_fun,sports centre,,5.0,18,yes,active team-building or playful outing,,,,,,40.5486431,-74.2227921,https://www.openstreetmap.org/node/10767181129,medium,118,yes
node/12565793084,Staten Island Skating Pavilion,active_fun,ice rink,,5.0,18,yes,active team-building or playful outing,,,,,,40.5438519,-74.2322879,https://www.openstreetmap.org/node/12565793084,medium,118,yes
way/1238119758,Mid Island Babe Ruth League,active_fun,sports centre,,5.1,18,yes,active team-building or playful outing,,,,,,40.599735,-74.1801559,https://www.openstreetmap.org/way/1238119758,medium,117,yes
node/11734951568,Power Building,active_fun,fitness centre,,5.1,18,yes,active team-building or playful outing,,,,,,40.5981679,-74.1809558,https://www.openstreetmap.org/node/11734951568,medium,117,yes
way/700607475,Cranford Swim Club,active_fun,sports centre,,5.2,18,yes,active team-building or playful outing,,,,,,40.6748003,-74.3225895,https://www.openstreetmap.org/way/700607475,medium,117,yes
node/11725197595,F.C. Chaos Boxing & Fitness,active_fun,fitness centre,,5.2,18,yes,active team-building or playful outing,,,,,,40.538257,-74.2415618,https://www.openstreetmap.org/node/11725197595,medium,117,yes
node/10241394427,Island Allstarz,active_fun,sports centre,,5.2,18,yes,active team-building or playful outing,"50, Storer Avenue, Staten Island, NY, 10309",Staten Island,,+1-718-576-4973,Mo-Fr 14:00-22:00; Sa-Su 09:00-17:00,40.5393806,-74.2357521,https://www.openstreetmap.org/node/10241394427,medium,129,yes
node/10699989878,New York Tae Kwon Do,active_fun,fitness centre,,5.2,18,yes,active team-building or playful outing,"990, Rossville Avenue, 10309",,,,,40.5513212,-74.2124856,https://www.openstreetmap.org/node/10699989878,medium,121,yes
relation/227731,Galloping Hill Golf Course,active_fun,golf course,,5.3,19,yes,active team-building or playful outing,,,,,,40.6851578,-74.2825631,https://www.openstreetmap.org/relation/227731,medium,117,yes
node/10753321263,The Max Challenge,active_fun,fitness centre,,5.3,19,yes,active team-building or playful outing,,,,,,40.5507013,-74.2109413,https://www.openstreetmap.org/node/10753321263,medium,117,yes
way/270313701,Harwood Arena,active_fun,sports centre,,5.4,19,yes,active team-building or playful outing,,,,,,40.6804423,-74.2374786,https://www.openstreetmap.org/way/270313701,medium,117,yes
way/269996669,Jim Hynes '63 Stadium,active_fun,stadium,,5.4,19,yes,active team-building or playful outing,,,,,,40.6808318,-74.2401382,https://www.openstreetmap.org/way/269996669,medium,117,yes
way/700607477,Nomohegan Swim Club,active_fun,sports centre,,5.4,19,yes,active team-building or playful outing,,,,,,40.6759693,-74.3285565,https://www.openstreetmap.org/way/700607477,medium,117,yes
node/5425339300,Sculpt Fitness,active_fun,fitness centre,,5.5,19,yes,active team-building or playful outing,"505, North Michigan Avenue, Kenilworth, NJ, 07033",Kenilworth,https://sculptfitnessnj.com,+1-908-964-1120,Mo-Fr 05:00-23:00; Sa-Su 07:00-19:00,40.6862744,-74.2927221,https://www.openstreetmap.org/node/5425339300,higher,146,yes
way/33900582,South Shore Golf Course,active_fun,golf course,,5.5,19,yes,active team-building or playful outing,,,,,,40.5500648,-74.2054531,https://www.openstreetmap.org/way/33900582,medium,116,yes
way/40535388,The Pool at Village Greens,active_fun,sports centre,,5.6,19,yes,active team-building or playful outing,,,,,,40.5534081,-74.1986367,https://www.openstreetmap.org/way/40535388,medium,116,yes
way/285601960,Bally Total Fitness,active_fun,sports centre,,5.7,19,yes,active team-building or playful outing,,,,,,40.6861526,-74.3148588,https://www.openstreetmap.org/way/285601960,medium,116,yes
way/1500960180,Colonial Rifle & Pistol Club,active_fun,sports centre,,5.7,19,yes,active team-building or playful outing,"4484, Arthur Kill Road, Staten Island, NY, 10309",Staten Island,https://colonialrpc.com/,+1 718-948-9531,,40.5324301,-74.2364544,https://www.openstreetmap.org/way/1500960180,higher,142,yes
node/1941559608,Echo Lake Pedalboat Rental,active_fun,marina,,5.7,19,yes,active team-building or playful outing,,,,,,40.6735465,-74.3453226,https://www.openstreetmap.org/node/1941559608,medium,116,yes
way/39680545,Metuchen Golf and Country Club,active_fun,golf course,,5.7,19,yes,active team-building or playful outing,,,https://www.metuchengolf.com/,,,40.5595883,-74.3648657,https://www.openstreetmap.org/way/39680545,medium,124,yes
node/13348015597,"RTSP - Range, Firearms & Training",active_fun,sports centre,,5.7,19,yes,active team-building or playful outing,"2438, US 22, Union, NJ, 07083",Union,https://www.rtsponline.com/,,,40.6890364,-74.2970707,https://www.openstreetmap.org/node/13348015597,medium,128,yes
node/13078306957,EZ Fit Personal Training,active_fun,fitness centre,,5.8,20,yes,active team-building or playful outing,"110, Spear Street, Metuchen, NJ, 08840",Metuchen,https://www.ezfitpersonaltraining.com/,+1-929-370-1278,,40.5439489,-74.3485139,https://www.openstreetmap.org/node/13078306957,higher,142,yes
node/11633185357,LA Fitness,active_fun,fitness centre,,5.8,20,yes,active team-building or playful outing,,,,,,40.6921683,-74.2886253,https://www.openstreetmap.org/node/11633185357,medium,116,yes
way/39847755,Plainfield Country Club,active_fun,golf course,,5.8,20,yes,active team-building or playful outing,"1591, Woodland Avenue, Edison, 08820",Edison,https://www.plainfieldcc.com/,+1 908 757 1800,,40.5934815,-74.3856459,https://www.openstreetmap.org/way/39847755,higher,142,yes
node/7797500166,Orangetheory Fitness,active_fun,fitness centre,,5.9,20,yes,active team-building or playful outing,"1275, Woodrow Road, Staten Island, NY, 10309",Staten Island,,+1 347-577-9877,,40.5420465,-74.2074583,https://www.openstreetmap.org/node/7797500166,medium,123,yes
way/544811756,Scotch Hills Golf Course,active_fun,miniature golf,,5.9,20,yes,active team-building or playful outing,,,,,,40.6551977,-74.3715586,https://www.openstreetmap.org/way/544811756,medium,115,yes
node/9526028883,Calla Karate,active_fun,fitness centre,,6.0,20,yes,active team-building or playful outing,,,,,,40.608428,-74.1640893,https://www.openstreetmap.org/node/9526028883,medium,115,yes
way/904436299,Club Pilates,active_fun,fitness centre,,6.0,20,yes,active team-building or playful outing,"2655, Richmond Avenue, Staten Island, NY, 10314",Staten Island,https://www.clubpilates.com/location/statenisland,+1 718-701-2277,Mo 08:30-19:30; Tu 09:00-21:00; We 07:30-20:30; Th 07:00-20:00; Fr 07:30-18:00; Sa-Su 08:00-13:30,40.5827656,-74.1674145,https://www.openstreetmap.org/way/904436299,higher,145,yes
node/8265230608,Orangetheory Fitness,active_fun,fitness centre,,6.0,20,yes,active team-building or playful outing,"2409, Richmond Avenue, Staten Island, NY, 10314",Staten Island,,+1 347-442-7020,,40.5888443,-74.1668546,https://www.openstreetmap.org/node/8265230608,medium,123,yes
way/40164768,Plainfield West Nine,active_fun,golf course,,6.0,20,yes,active team-building or playful outing,"Edison, NJ",Edison,https://www.castnergolf.com/plainfield-west-9/,+1-908-769-3672,,40.5989159,-74.3922744,https://www.openstreetmap.org/way/40164768,higher,141,yes
node/5425340044,Retro Fitness,active_fun,fitness centre,,6.0,20,yes,active team-building or playful outing,"2965, Veterans Road West, Staten Island, NY, 10309",Staten Island,https://www.retrofitness.com/location/statenislandny,+1-888-920-5267,Mo-Fr 04:30-23:00;Sa-Su 06:00-19:00,40.5273907,-74.233939,https://www.openstreetmap.org/node/5425340044,higher,145,yes
node/5425340078,Retro Fitness,active_fun,fitness centre,,6.0,20,yes,active team-building or playful outing,"2385, Richmond Avenue, Staten Island, NY, 10314",Staten Island,https://retrofitness.com/location/sirichmondaveny/,+1-347-201-5174,Mo-Th 04:00-24:00;Fr 04:00-21:00;Sa-Su 06:00-20:00,40.5894833,-74.1656078,https://www.openstreetmap.org/node/5425340078,higher,145,yes
way/1013155543,Rolling Estates Community Pool,active_fun,sports centre,,6.0,20,yes,active team-building or playful outing,,,,,,40.5499704,-74.1923011,https://www.openstreetmap.org/way/1013155543,medium,115,yes
node/9525943488,Next Level Indoor Golf,active_fun,miniature golf,,6.1,20,yes,active team-building or playful outing,,,,,,40.5267013,-74.2312564,https://www.openstreetmap.org/node/9525943488,medium,115,yes
way/904206111,Richmond County Fencing Center,active_fun,fitness centre,,6.1,20,yes,active team-building or playful outing,"2655, Richmond Avenue, Staten Island, NY, 10314",Staten Island,https://rcfencingcenter.com/,+1-347-682-2118,,40.5815666,-74.1667001,https://www.openstreetmap.org/way/904206111,higher,141,yes
node/7811227335,Tiger Schulmann's,active_fun,fitness centre,,6.1,20,yes,active team-building or playful outing,,,,,,40.5273875,-74.2330372,https://www.openstreetmap.org/node/7811227335,medium,115,yes
node/12784053923,LA Fitness,active_fun,fitness centre,,6.2,20,yes,active team-building or playful outing,,,,,,40.5783801,-74.3898097,https://www.openstreetmap.org/node/12784053923,medium,115,yes
way/543954994,Retro Fitness,active_fun,fitness centre,,6.2,20,yes,active team-building or playful outing,"3775, Park Avenue, Edison, NJ, 08820",Edison,https://www.retrofitness.com/location/edisonnj,+1-732-662-5243,Mo-Fr 05:00-23:00;Sa-Su 07:00-19:00,40.5727791,-74.3864181,https://www.openstreetmap.org/way/543954994,higher,145,yes
way/39835783,Shady Rest Country Club,active_fun,golf course,,6.2,20,yes,active team-building or playful outing,"820, Jerusalem Road",,,,,40.6573691,-74.3754622,https://www.openstreetmap.org/way/39835783,medium,119,yes
node/11401136622,Transformation Fitness Studio,active_fun,fitness centre,,6.3,21,yes,active team-building or playful outing,,,,,,40.6139994,-74.1574855,https://www.openstreetmap.org/node/11401136622,medium,114,yes
node/7814101944,CKO Kickboxing,active_fun,fitness centre,,6.4,21,yes,active team-building or playful outing,,,,,,40.5204661,-74.2363758,https://www.openstreetmap.org/node/7814101944,medium,114,yes
node/10202865998,DJ Got Me Fit,active_fun,fitness centre,,6.4,21,yes,active team-building or playful outing,,,,,,40.5216243,-74.236967,https://www.openstreetmap.org/node/10202865998,medium,114,yes
node/7777191061,Fastbreak Basketball Center,active_fun,sports centre,,6.4,21,yes,active team-building or playful outing,,,https://www.fastbreakhoops.com/,,,40.5205042,-74.2368806,https://www.openstreetmap.org/node/7777191061,medium,122,yes
node/7814101942,Intoxx Fitness,active_fun,fitness centre,,6.4,21,yes,active team-building or playful outing,,,,,,40.5207655,-74.2363524,https://www.openstreetmap.org/node/7814101942,medium,114,yes
node/13087028701,KING Strength,active_fun,fitness centre,,6.4,21,yes,active team-building or playful outing,"65, Pearl Street, Metuchen, NJ, 08840",Metuchen,https://www.kingstrengthperformance.com,+1-908-774-9910,,40.5420775,-74.3636295,https://www.openstreetmap.org/node/13087028701,higher,140,yes
way/832461985,Atlantic Marina,active_fun,marina,,6.5,21,yes,active team-building or playful outing,,,,,,40.5159634,-74.2496889,https://www.openstreetmap.org/way/832461985,medium,114,yes
node/13732324890,Hot Yoga Revolution,active_fun,fitness centre,,6.5,21,yes,active team-building or playful outing,"19, Pearl Street, Metuchen, NJ, 08840",Metuchen,https://www.hotyogarevolution.com/metuchen,,,40.5407736,-74.3631293,https://www.openstreetmap.org/node/13732324890,medium,126,yes
node/13918887211,Isolation Fitness LLC,active_fun,fitness centre,,6.5,21,yes,active team-building or playful outing,"329, Main Street, Metuchen, NJ, 08840",Metuchen,https://www.isolationfitnessllc.com/,+1-908-230-8382,,40.5387266,-74.3605334,https://www.openstreetmap.org/node/13918887211,higher,140,yes
node/10261359098,Planet Fitness,active_fun,fitness centre,,6.5,21,yes,active team-building or playful outing,,,,,,40.6249321,-74.155944,https://www.openstreetmap.org/node/10261359098,medium,114,yes
way/36897723,Tottenville Marina,active_fun,marina,,6.5,21,yes,active team-building or playful outing,,,,,,40.5166062,-74.2482245,https://www.openstreetmap.org/way/36897723,medium,114,yes
node/12811873847,Club Pilates,active_fun,fitness centre,,6.7,21,yes,active team-building or playful outing,,,,,,40.5401691,-74.3678841,https://www.openstreetmap.org/node/12811873847,medium,113,yes
node/4592873389,LA Fitness,active_fun,fitness centre,,6.7,21,yes,active team-building or playful outing,"3231, Richmond Avenue, Staten Island, NY, 10312",Staten Island,,,,40.5600709,-74.1673527,https://www.openstreetmap.org/node/4592873389,medium,117,yes
way/35787064,Julius Weisglass Memorial Complex - West Shore Little League,active_fun,sports centre,,6.8,22,yes,active team-building or playful outing,,,,,,40.630137,-74.1506673,https://www.openstreetmap.org/way/35787064,medium,113,yes
way/892160269,Police Atheltic League (PAL),active_fun,sports centre,,6.8,22,yes,active team-building or playful outing,,,,,,40.5889929,-74.4043247,https://www.openstreetmap.org/way/892160269,medium,113,yes
way/197535141,YMCA,active_fun,sports centre,,6.8,22,yes,active team-building or playful outing,,,,,,40.5337526,-74.3630721,https://www.openstreetmap.org/way/197535141,medium,113,yes
way/39835869,Baltusrol Golf Course,active_fun,golf course,,6.9,22,yes,active team-building or playful outing,"201, Shunpike Road, Springfield, 07081",Springfield,,,,40.6983726,-74.3334465,https://www.openstreetmap.org/way/39835869,medium,117,yes
node/10291908402,Fit to Be Fab,active_fun,fitness centre,,6.9,22,yes,active team-building or playful outing,,,,,,40.649837,-74.3967172,https://www.openstreetmap.org/node/10291908402,medium,113,yes
node/6699676991,Rustam's Boxing Club,active_fun,fitness centre,,7.0,22,yes,active team-building or playful outing,,,,,,40.5408891,-74.1783582,https://www.openstreetmap.org/node/6699676991,medium,113,yes
way/982030081,Metuchen Municipal Pool,active_fun,sports centre,,7.1,22,yes,active team-building or playful outing,,,https://www.metuchennj.org/pool/,,,40.5291566,-74.3629925,https://www.openstreetmap.org/way/982030081,medium,120,yes
way/679139204,Cornucopia Cruise Line,active_fun,yes,,7.2,22,yes,active team-building or playful outing,,,https://cornucopiacruise.com/,,,40.5047635,-74.2847144,https://www.openstreetmap.org/way/679139204,medium,120,yes
relation/16664164,La Tourette Golf Course,active_fun,golf course,,7.2,22,yes,active team-building or playful outing,"1001, Richmond Hill Road, Staten Island, NY, 10306",Staten Island,https://www.latourettegc.com/,+1-718-351-1889,,40.5789625,-74.1463189,https://www.openstreetmap.org/relation/16664164,higher,138,yes
node/12385679579,P.I. Fitness,active_fun,fitness centre,,7.2,22,yes,active team-building or playful outing,,,,,,40.6247799,-74.1417143,https://www.openstreetmap.org/node/12385679579,medium,112,yes
way/232577709,Perth Amboy Harborside Marina,active_fun,marina,,7.2,22,yes,active team-building or playful outing,,,,,,40.5049915,-74.2623638,https://www.openstreetmap.org/way/232577709,medium,112,yes
way/40164916,Weequahic Golf Course,active_fun,golf course,,7.2,22,yes,active team-building or playful outing,,,,,,40.6968679,-74.2065624,https://www.openstreetmap.org/way/40164916,medium,112,yes
way/480306818,Crunch Fitness,active_fun,fitness centre,,7.3,23,yes,active team-building or playful outing,"215, Morris Avenue, Springfield, NJ, 07081",Springfield,https://www.crunch.com/locations/springfield,+1-908-443-7039,Mo-Th 05:00-23:00; Fr 05:00-21:00; Sa 07:00-18:00; Su 07:00-17:00,40.7102545,-74.3109697,https://www.openstreetmap.org/way/480306818,higher,142,yes
way/247478674,Greenbelt Recreation Center,active_fun,sports centre,,7.3,23,yes,active team-building or playful outing,"501, Brielle Avenue",,https://www.nycgovparks.org/facilities/recreationcenters/R129,,,40.5917729,-74.1392496,https://www.openstreetmap.org/way/247478674,medium,124,yes
node/10268477348,LA Fitness,active_fun,fitness centre,,7.3,23,yes,active team-building or playful outing,"1565, Forest Avenue, 10302",,,,,40.6250576,-74.1393023,https://www.openstreetmap.org/node/10268477348,medium,116,yes
relation/17418337,South Shore Little League,active_fun,sports centre,,7.3,23,yes,active team-building or playful outing,,,,,,40.5086811,-74.2321253,https://www.openstreetmap.org/relation/17418337,medium,112,yes
