osm_id,name,pack_type,category,cuisine,distance_miles_from_rahway,rough_drive_minutes_from_rahway,within_45_min_model,team_use_case,address,city,website,phone,opening_hours,lat,lon,osm_url,data_confidence,recommendation_score,verify_before_booking
way/1104787821,Nancy's Townehouse,food_drink,"restaurant: italian, pizza",italian;pizza,0.2,8,yes,casual team meal,"1453, Main Street, Rahway, NJ, 07065",Rahway,https://www.nancystownhouse.com/,+1 732-388-8100,Tu-Th 12:00-21:00; Fr 12:00-22:00; Sa 16:00-22:00; Su 16:00-21:00; Mo closed,40.6060456,-74.2739682,https://www.openstreetmap.org/way/1104787821,higher,163,yes
node/10124155593,Rahway Creamery,food_drink,ice cream,,0.2,8,yes,"low-key coffee, dessert, or small-group catch-up","95, East Cherry Street, Rahway, NJ, 07065",Rahway,,,Mo-Th 11:00-22:00; Fr-Sa 11:00-24:00; Su 11:00-20:00,40.6068554,-74.2740624,https://www.openstreetmap.org/node/10124155593,medium,138,yes
node/11209543552,Rahway Kitty Hall,food_drink,cafe,,0.2,8,yes,"low-key coffee, dessert, or small-group catch-up","209, West Main Street, Rahway, NJ, 07065",Rahway,https://rahwaykittyhall.com/,,,40.6110615,-74.2767317,https://www.openstreetmap.org/node/11209543552,medium,142,yes
way/753058122,The Irving Inn Social,food_drink,bar,,0.2,8,yes,after-work drinks or informal team social,"1443, Irving Street, Rahway, NJ, 07065",Rahway,,+1 908-285-2330,We-Th 16:00-23:00; Fr-Sa 15:00-24:00; Su closed,40.606701,-74.2753036,https://www.openstreetmap.org/way/753058122,medium,142,yes
way/1104792844,The Litehouse,food_drink,pub,,0.2,8,yes,after-work drinks or informal team social,"1485, Main Street, Rahway, NJ, 07065",Rahway,,,,40.6064587,-74.2738591,https://www.openstreetmap.org/way/1104792844,medium,134,yes
way/1108411197,The Waiting Room,food_drink,restaurant,,0.2,8,yes,team lunch or dinner,"66, East Cherry Street, Rahway, NJ, 07065",Rahway,https://www.thewaitingroom.us/,+1 732-382-0900,"Mo-Th 11:00-24:00; Fr 11:00-25:00, Sa 11:00-26:00; Su 11:00-24:00",40.6071379,-74.274596,https://www.openstreetmap.org/way/1108411197,higher,160,yes
way/1104787817,Wet Ticket Brewery,food_drink,bar,,0.2,8,yes,after-work drinks or informal team social,"1435, Main Street, Rahway, NJ, 07065",Rahway,https://www.wetticketbrewing.com/,+1 848-666-7141,We 17:00-21:00; Th 16:00-21:00; Fr 16:00-22:00; Sa 12:00-22:00; Su 13:00-19:00,40.6058108,-74.2740483,https://www.openstreetmap.org/way/1104787817,higher,160,yes
node/13665982001,Blossoms Brunch Bar,food_drink,restaurant: breakfast,breakfast,0.5,9,yes,after-work drinks or informal team social,"289, Monroe Street, 07065",,https://blossomsbrunchbar.com/,+1-732-943-2663,Mo-Su 07:00-15:00,40.6084562,-74.2677021,https://www.openstreetmap.org/node/13665982001,higher,162,yes
node/6745034805,Tony's Pizza,food_drink,restaurant: pizza,pizza,0.9,10,yes,casual team meal,,,,,,40.6164135,-74.2911754,https://www.openstreetmap.org/node/6745034805,medium,131,yes
way/704026137,Stewart's Drive-In,food_drink,restaurant: burger,burger,1.0,10,yes,casual team meal,"347, Jacques Avenue, Rahway, NJ",Rahway,,,,40.5964521,-74.2900262,https://www.openstreetmap.org/way/704026137,medium,135,yes
node/1079085419,Buono Pizza,food_drink,restaurant,,1.1,10,yes,casual team meal,,,,,,40.6174178,-74.2952424,https://www.openstreetmap.org/node/1079085419,medium,127,yes
way/704024824,Galaxy Diner,food_drink,restaurant: american,american,1.1,10,yes,casual team meal,"293, Saint George's Avenue, Rahway, NJ",Rahway,,,,40.5957371,-74.2902455,https://www.openstreetmap.org/way/704024824,medium,134,yes
node/13144988372,Espressito Cafe,food_drink,cafe,,1.3,11,yes,"low-key coffee, dessert, or small-group catch-up","60, Westfield Avenue, Clark, NJ, 07066",Clark,https://www.espressitocafe.com,+1-848-304-3135,Mo-Fr 07:00-16:00; Sa 08:00-16:00; Su 09:00-14:00,40.6191869,-74.2974637,https://www.openstreetmap.org/node/13144988372,higher,157,yes
node/6535000285,Flaming Grill & Buffet,food_drink,restaurant,,1.3,11,yes,team lunch or dinner,"1701, West Edgar Rad, 07038",,,,,40.6124569,-74.2541349,https://www.openstreetmap.org/node/6535000285,medium,131,yes
node/1079085426,Pompeii Pizza,food_drink,restaurant,,1.3,11,yes,casual team meal,,,,,,40.6194456,-74.2978227,https://www.openstreetmap.org/node/1079085426,medium,127,yes
node/12363158592,Starbucks,food_drink,cafe,coffee_shop,1.7,11,yes,"low-key coffee, dessert, or small-group catch-up",,,,,,40.6195737,-74.2487113,https://www.openstreetmap.org/node/12363158592,medium,129,yes
way/1188548820,Applebee's,food_drink,restaurant: american,american,1.8,12,yes,casual team meal,"671, West Edgar Road, Linden, NJ, 07036",Linden,https://restaurants.applebees.com/en-us/nj/linden/671-west-edgar-rd.-96029,+1 908-523-1200,,40.6204805,-74.2480166,https://www.openstreetmap.org/way/1188548820,higher,155,yes
way/1247682159,Denny's,food_drink,restaurant: american,american,1.9,12,yes,casual team meal,"1286, St. George's Avenue, Avenel, NJ, 07001",Avenel,,,,40.5826965,-74.2927174,https://www.openstreetmap.org/way/1247682159,medium,132,yes
node/10747334448,Bamboo House,food_drink,restaurant: chinese,chinese,2.1,12,yes,team meal with a specific cuisine angle,"310, Inman Avenue, Colonia, NJ, 07067",Colonia,,+1-732-574-3665,Mo-Su 10:00-22:00,40.6003082,-74.3158702,https://www.openstreetmap.org/node/10747334448,higher,150,yes
node/9879176459,Colonia BBQ,food_drink,restaurant,,2.1,12,yes,casual team meal,,,,,,40.6003171,-74.3161578,https://www.openstreetmap.org/node/9879176459,medium,125,yes
node/9879176460,Colonia Pizza,food_drink,restaurant: pizza,pizza,2.1,12,yes,casual team meal,,,,,,40.5995246,-74.3162831,https://www.openstreetmap.org/node/9879176460,medium,128,yes
way/1360465917,The Kave,food_drink,restaurant,,2.1,12,yes,team lunch or dinner,"340, South Wood Avenue, Linden, NJ",Linden,,,,40.6279636,-74.2468559,https://www.openstreetmap.org/way/1360465917,medium,129,yes
way/380508157,Applebee's,food_drink,restaurant: american,american,2.2,12,yes,casual team meal,"1255, Raritan Road, Clark, NJ, 07066",Clark,https://restaurants.applebees.com/en-us/nj/clark/1255-raritan-rd.-78026,+1 732-381-1429,,40.6333153,-74.3043626,https://www.openstreetmap.org/way/380508157,higher,154,yes
node/11292153089,Blaze Pizza,food_drink,restaurant: pizza,pizza,2.2,12,yes,casual team meal,"1255, Raritan Road, Clark, NJ, 07066",Clark,https://locations.blazepizza.com/nj/clark/1255-raritan-rd,+1 848-666-1225,,40.6332484,-74.3036408,https://www.openstreetmap.org/node/11292153089,higher,154,yes
node/1277225877,Clark BBQ,food_drink,restaurant: spanish,spanish,2.2,12,yes,casual team meal,,,,,,40.6343774,-74.3024657,https://www.openstreetmap.org/node/1277225877,medium,128,yes
node/1078988580,Friendly's,food_drink,restaurant: american,american,2.2,12,yes,casual team meal,,,,,,40.6353342,-74.3004687,https://www.openstreetmap.org/node/1078988580,medium,128,yes
way/1190071722,Mister East,food_drink,bar,,2.2,12,yes,after-work drinks or informal team social,,,,,,40.6378696,-74.2646704,https://www.openstreetmap.org/way/1190071722,medium,125,yes
way/716005724,Molly Maguire's,food_drink,pub,,2.2,12,yes,after-work drinks or informal team social,,,,,,40.6293777,-74.3091797,https://www.openstreetmap.org/way/716005724,medium,125,yes
node/1277225884,Scaturro's,food_drink,restaurant: italian,italian,2.3,13,yes,team meal with a specific cuisine angle,,,,,,40.6348252,-74.3023799,https://www.openstreetmap.org/node/1277225884,medium,127,yes
way/716005722,Tarentella's,food_drink,restaurant: italian,italian,2.3,13,yes,team meal with a specific cuisine angle,,,,,,40.6297862,-74.3098549,https://www.openstreetmap.org/way/716005722,medium,127,yes
node/1277232398,Chili's,food_drink,restaurant: tex-mex,tex-mex,2.4,13,yes,team lunch or dinner,"225, Central Avenue, Clark, NJ, 07066",Clark,,,,40.6306307,-74.3116706,https://www.openstreetmap.org/node/1277232398,medium,131,yes
way/903623651,Colonia Dairy Maid,food_drink,ice cream,,2.4,13,yes,"low-key coffee, dessert, or small-group catch-up","1075, Saint George's Avenue, Colonia, NJ, 07067",Colonia,,+1-732-634-5885,Mo-Su 10:00-22:00,40.5755238,-74.2946039,https://www.openstreetmap.org/way/903623651,medium,136,yes
node/1277279751,Johnny K's,food_drink,restaurant,,2.4,13,yes,team lunch or dinner,,,,,,40.6273847,-74.3161435,https://www.openstreetmap.org/node/1277279751,medium,124,yes
node/4568677962,Mijo's Pizza,food_drink,restaurant: pizza,pizza,2.4,13,yes,casual team meal,"427, Lake Avenue, Colonia, NJ, 07067",Colonia,https://mijospizzeria.com/,+1 732-382-2992,,40.6061697,-74.3227608,https://www.openstreetmap.org/node/4568677962,higher,153,yes
node/9879365118,China Garden,food_drink,restaurant: chinese,chinese,2.5,13,yes,team meal with a specific cuisine angle,,,,,,40.5995953,-74.3241807,https://www.openstreetmap.org/node/9879365118,medium,127,yes
node/9879347416,Karly's Pizza,food_drink,restaurant: pizza,pizza,2.5,13,yes,casual team meal,,,,,,40.5996612,-74.324184,https://www.openstreetmap.org/node/9879347416,medium,127,yes
node/9878188241,Manna Sushi,food_drink,restaurant: sushi,sushi,2.6,13,yes,team meal with a specific cuisine angle,,,,,,40.5986871,-74.3250277,https://www.openstreetmap.org/node/9878188241,medium,127,yes
node/9005850756,Perkins,food_drink,restaurant: american,american,2.6,13,yes,casual team meal,"1009, Saint Georges Avenue, Colonia, NJ, 07067",Colonia,https://www.perkinsrestaurants.com/locations/us/nj/colonia/1009-st--georges-avenue/,+1-732-634-7112,Su 08:00-17:00; Mo-Th 09:00-18:00; Fr-Sa 08:00-18:00,40.5728681,-74.2943154,https://www.openstreetmap.org/node/9005850756,higher,157,yes
node/13726499659,Tim Hortons,food_drink,cafe,coffee_shop,2.6,13,yes,"low-key coffee, dessert, or small-group catch-up",,,,,,40.5913796,-74.322904,https://www.openstreetmap.org/node/13726499659,medium,127,yes
node/10858986933,Venemex Food,food_drink,restaurant: venezuelan,venezuelan,2.6,13,yes,team lunch or dinner,"559, Inman Avenue, Colonia, NJ, 07067",Colonia,,,,40.598648,-74.3262744,https://www.openstreetmap.org/node/10858986933,medium,131,yes
way/719515110,Ye Olde Rathskeller,food_drink,pub,,2.6,13,yes,after-work drinks or informal team social,"523, Centennial Avenue, Cranford, NJ, 07016",Cranford,,+1 908-272-9511,,40.6452999,-74.2899996,https://www.openstreetmap.org/way/719515110,medium,132,yes
way/719515109,Triestina Ristorante,food_drink,restaurant: italian,italian,2.7,13,yes,team meal with a specific cuisine angle,,,,,,40.6460483,-74.2905469,https://www.openstreetmap.org/way/719515109,medium,126,yes
node/10858986954,Luna piza,food_drink,restaurant: pizza,pizza,2.8,14,yes,casual team meal,"624, Inman Avenue, Colonia, NJ, 07067",Colonia,,,,40.5987472,-74.3294257,https://www.openstreetmap.org/node/10858986954,medium,130,yes
way/519160833,Mulberry Street Restaurant,food_drink,restaurant: italian,italian,2.8,14,yes,team meal with a specific cuisine angle,"739, Rahway Avenue, Woodbridge, NJ, 07095",Woodbridge,https://www.mulberrystreetrestaurant.com/,+1 732-634-4699,Mo off; Tu-Th 11:30-22:00; Fr 11:30-23:00; Sa 16:00-23:00; Su 15:00-21:00,40.5672031,-74.272679,https://www.openstreetmap.org/way/519160833,higher,156,yes
node/2145877981,The Shannon Rose Irish Pub,food_drink,restaurant,,2.8,14,yes,after-work drinks or informal team social,"St. Georges Avenue, Woodbridge, 07095",Woodbridge,,,,40.5687475,-74.2906386,https://www.openstreetmap.org/node/2145877981,medium,127,yes
node/10858986958,Three in One,food_drink,restaurant,,2.8,14,yes,team lunch or dinner,"616, Inman Avenue, Colonia, NJ, 07067",Colonia,,,,40.5988001,-74.3290111,https://www.openstreetmap.org/node/10858986958,medium,127,yes
node/10091105067,Bus Stop Diner,food_drink,restaurant,,2.9,14,yes,casual team meal,"793, Roosevelt Avenue, Carteret, NJ, 07008",Carteret,,,,40.5885633,-74.2282283,https://www.openstreetmap.org/node/10091105067,medium,127,yes
node/10091105069,Khalsa Sweet House,food_drink,restaurant: indian,indian,2.9,14,yes,team meal with a specific cuisine angle,"783, Roosevelt Avenue, Carteret, NJ, 07008",Carteret,,,,40.5883915,-74.2282579,https://www.openstreetmap.org/node/10091105069,medium,130,yes
node/10091105066,The Crab General,food_drink,restaurant: seafood,seafood,2.9,14,yes,team lunch or dinner,"795, Roosevelt Avenue, Carteret, NJ, 07008",Carteret,http://www.thecrabgeneral.com/,+1-732-366-4035,,40.5887334,-74.2281801,https://www.openstreetmap.org/node/10091105066,higher,152,yes
way/685085309,Maglione's Italian Ice,food_drink,ice cream,,3.0,14,yes,"low-key coffee, dessert, or small-group catch-up",,,,,,40.5757361,-74.3164139,https://www.openstreetmap.org/way/685085309,medium,123,yes
node/2295356898,Rita's Italian Ice,food_drink,ice cream,ice_cream,3.0,14,yes,"low-key coffee, dessert, or small-group catch-up","755, St. George's Avenue, Woodbridge, 07095",Woodbridge,http://www.ritasfranchises.com/stores/store.cfm/Woodbridge-07095/store/584,+1 732-602-9874,,40.5653634,-74.2879613,https://www.openstreetmap.org/node/2295356898,higher,152,yes
node/6728544560,100 Steps,food_drink,restaurant,,3.1,14,yes,team lunch or dinner,,,,,,40.6507768,-74.295949,https://www.openstreetmap.org/node/6728544560,medium,122,yes
node/6728544491,Calabria,food_drink,restaurant: pizza,pizza,3.1,14,yes,casual team meal,"209, Centennial Avenue, Cranford, NJ, 07016",Cranford,,+1 908-272-8080,,40.6507794,-74.2963719,https://www.openstreetmap.org/node/6728544491,medium,133,yes
node/6728544500,East Wok,food_drink,"restaurant: asian, thai, chinese",asian;thai;chinese,3.1,14,yes,team meal with a specific cuisine angle,,,,+1 908-276-3335,,40.6506115,-74.2961949,https://www.openstreetmap.org/node/6728544500,medium,129,yes
way/716002469,Wasai,food_drink,restaurant,,3.1,14,yes,team lunch or dinner,,,,,,40.6502122,-74.2958962,https://www.openstreetmap.org/way/716002469,medium,122,yes
node/631381632,Dave's Big Size Pizza,food_drink,restaurant,,3.2,14,yes,casual team meal,,,,,,40.65497,-74.2774746,https://www.openstreetmap.org/node/631381632,medium,122,yes
node/631381674,Lin's Garden,food_drink,restaurant,,3.2,14,yes,team lunch or dinner,,,,,,40.6549049,-74.2775122,https://www.openstreetmap.org/node/631381674,medium,122,yes
node/2064576303,Bombay Talk,food_drink,restaurant: indian,indian,3.4,15,yes,team meal with a specific cuisine angle,"1358, Oak Tree Road, Iselin, NJ, 08830",Iselin,https://www.bombaytalkusa.com/,+1 732-283-0066,"Mo-Th,Su 11:30-21:30; Fr-Sa 11:30-22:00",40.5739904,-74.3252001,https://www.openstreetmap.org/node/2064576303,higher,155,yes
node/12055566697,Pret,food_drink,cafe,coffee_shop,3.4,15,yes,"low-key coffee, dessert, or small-group catch-up",,,,,,40.5599205,-74.2646882,https://www.openstreetmap.org/node/12055566697,medium,125,yes
node/8551448369,Starbucks,food_drink,cafe,coffee_shop,3.4,15,yes,"low-key coffee, dessert, or small-group catch-up","Woodbridge, NJ, 07095",Woodbridge,https://www.starbucks.com/store-locator/store/1025524/nj-tpke-thomas-edison-plaza-so-thomas-edison-travel-plaza-milepost-92-9-woodbridg,+1 732-750-8779,,40.5604273,-74.2645106,https://www.openstreetmap.org/node/8551448369,higher,151,yes
node/12055545430,Thomas Edison Service Center,food_drink,food court,,3.4,15,yes,"low-key coffee, dessert, or small-group catch-up",,,,,,40.5601067,-74.2647089,https://www.openstreetmap.org/node/12055545430,medium,122,yes
node/6747068567,A La Mode Creamery,food_drink,ice cream,,3.5,15,yes,"low-key coffee, dessert, or small-group catch-up",,,,,,40.6548453,-74.3054354,https://www.openstreetmap.org/node/6747068567,medium,121,yes
node/6154564492,Big Apple Pizza,food_drink,restaurant: pizza,pizza,3.5,15,yes,casual team meal,"13, Walnut Avenue, Cranford, NJ, 07016",Cranford,,,,40.6547406,-74.304368,https://www.openstreetmap.org/node/6154564492,medium,128,yes
way/643272496,Bombay Paratha,food_drink,restaurant: indian,indian,3.5,15,yes,team meal with a specific cuisine angle,"1392, Oak Tree Road, Iselin, NJ, 08830",Iselin,,,Mo-Th 10:00-21:45; Fr-Su 10:00-22:00,40.5739025,-74.3262932,https://www.openstreetmap.org/way/643272496,medium,132,yes
node/6746752795,Cafe Paris,food_drink,restaurant: french,french,3.5,15,yes,"low-key coffee, dessert, or small-group catch-up",,,,,,40.6542713,-74.3046124,https://www.openstreetmap.org/node/6746752795,medium,124,yes
node/6747068572,Cafe Teasia,food_drink,cafe,,3.5,15,yes,"low-key coffee, dessert, or small-group catch-up",,,,,,40.6545604,-74.3053153,https://www.openstreetmap.org/node/6747068572,medium,121,yes
node/6746735156,Ciao Bello,food_drink,restaurant: italian,italian,3.5,15,yes,team meal with a specific cuisine angle,,,,,,40.6547614,-74.3020187,https://www.openstreetmap.org/node/6746735156,medium,124,yes
way/657096787,Cranford Hotel,food_drink,restaurant,,3.5,15,yes,team lunch or dinner,,,,,,40.6549225,-74.3048693,https://www.openstreetmap.org/way/657096787,medium,121,yes
node/6154564491,Cranford's Best Bagels and Deli,food_drink,"restaurant: bagel, breakfast",bagel;breakfast,3.5,15,yes,team lunch or dinner,"107, South Avenue East, Cranford, NJ, 07016",Cranford,,,,40.6547292,-74.303982,https://www.openstreetmap.org/node/6154564491,medium,128,yes
way/643272494,Desi Galaxy,food_drink,food court,indian,3.5,15,yes,team meal with a specific cuisine angle,"1396, Oak Tree Road, Iselin, NJ, 08830",Iselin,,,Mo-Su 07:00-23:45,40.5738915,-74.3264434,https://www.openstreetmap.org/way/643272494,medium,132,yes
node/774237628,José Tejas,food_drink,"restaurant: tex-mex, cajun",tex-mex;cajun,3.5,15,yes,team lunch or dinner,,,http://www.josetejas.com/,+17322833883,,40.5611703,-74.3010543,https://www.openstreetmap.org/node/774237628,higher,146,yes
node/11087746605,Kabab & Biryani,food_drink,restaurant,,3.5,15,yes,team lunch or dinner,"1404, Oak Tree Road, 08830",,,,"Mo-Fr 11:00-23:00; Sa,Su 10:00-23:00",40.5737724,-74.3266347,https://www.openstreetmap.org/node/11087746605,medium,129,yes
way/643272503,Kandahar,food_drink,"restaurant: turkish, afghan",turkish;afghan,3.5,15,yes,team lunch or dinner,"1380, Oak Tree Road, Iselin, NJ, 08830",Iselin,http://kandaharrestaurant.com/,+1 732-283-0900,"Mo-Th,Su 11:00-21:30; Fr-Sa 11:00-22:30",40.5739518,-74.325904,https://www.openstreetmap.org/way/643272503,higher,154,yes
node/1993198853,Mr J's,food_drink,restaurant,,3.5,15,yes,team lunch or dinner,,,,,,40.6546902,-74.3043161,https://www.openstreetmap.org/node/1993198853,medium,121,yes
node/1993198873,One Walnut,food_drink,restaurant: chinese,chinese,3.5,15,yes,team meal with a specific cuisine angle,,,,,,40.6549953,-74.3044337,https://www.openstreetmap.org/node/1993198873,medium,124,yes
node/6747068552,Pairings Palate & Plate,food_drink,restaurant,,3.5,15,yes,team lunch or dinner,"10, Walnut Avenue, Cranford, NJ, 07016",Cranford,,,,40.6546991,-74.3047518,https://www.openstreetmap.org/node/6747068552,medium,125,yes
node/6747068570,Ramola's,food_drink,restaurant: seafood,seafood,3.5,15,yes,team lunch or dinner,,,,,,40.6545278,-74.3057476,https://www.openstreetmap.org/node/6747068570,medium,124,yes
node/6387898050,River and Rail,food_drink,restaurant,,3.5,15,yes,team lunch or dinner,,,,,,40.6548242,-74.3014412,https://www.openstreetmap.org/node/6387898050,medium,121,yes
way/474475226,Riverside Inn,food_drink,pub,,3.5,15,yes,after-work drinks or informal team social,,,,,,40.6564178,-74.300962,https://www.openstreetmap.org/way/474475226,medium,121,yes
way/643272498,Shalimar,food_drink,restaurant: pakistani,pakistani,3.5,15,yes,team lunch or dinner,"1388, Oak Tree Road, Iselin, NJ, 08830",Iselin,,,"Su-Th 12:00-03:00, Fr,Sa 12:00-04:00",40.573916,-74.3261735,https://www.openstreetmap.org/way/643272498,medium,132,yes
node/6387898049,Starbucks,food_drink,cafe,coffee_shop,3.5,15,yes,"low-key coffee, dessert, or small-group catch-up","200, S Avenue East, Cranford, NJ, 07016",Cranford,https://www.starbucks.com/store-locator/store/1006676/cranford-train-station-200-s-ave-e-suite-101-cranford-nj-070162989-us,+1 908-272-3967,,40.6546597,-74.3028219,https://www.openstreetmap.org/node/6387898049,higher,150,yes
way/543976700,Starbucks,food_drink,cafe,coffee_shop,3.5,15,yes,"low-key coffee, dessert, or small-group catch-up","345, North Avenue East, Cranford, NJ, 07016",Cranford,https://www.starbucks.com/store-locator/store/1008821/cranford-n-ave-e-drive-thru-345-n-ave-e-cranford-nj-070162445-us,+1 908-272-7397,,40.6582071,-74.2911385,https://www.openstreetmap.org/way/543976700,higher,150,yes
node/540396338,Sun Tavern,food_drink,bar,,3.5,15,yes,after-work drinks or informal team social,,,,,,40.6587962,-74.2823671,https://www.openstreetmap.org/node/540396338,medium,121,yes
node/13269378683,The Garrison,food_drink,bar,,3.5,15,yes,after-work drinks or informal team social,,,,,,40.654435,-74.303661,https://www.openstreetmap.org/node/13269378683,medium,121,yes
way/189050058,The Thirsty Turtle,food_drink,restaurant,,3.5,15,yes,team lunch or dinner,,,,,,40.6541381,-74.3061471,https://www.openstreetmap.org/way/189050058,medium,121,yes
node/1993610671,Ambeli Greek,food_drink,restaurant,,3.6,15,yes,team lunch or dinner,,,,,,40.6564976,-74.3037726,https://www.openstreetmap.org/node/1993610671,medium,121,yes
node/6701034894,Antojitos Mexicanos,food_drink,restaurant: mexican,mexican,3.6,15,yes,casual team meal,,,,,,40.6589927,-74.2636061,https://www.openstreetmap.org/node/6701034894,medium,124,yes
node/6373052924,Avenue East,food_drink,restaurant: asian,asian,3.6,15,yes,team lunch or dinner,,,,,,40.6562552,-74.3036744,https://www.openstreetmap.org/node/6373052924,medium,124,yes
way/682022608,Bar Americana,food_drink,bar,,3.6,15,yes,after-work drinks or informal team social,,,,,,40.6561894,-74.3024492,https://www.openstreetmap.org/way/682022608,medium,121,yes
node/6744481717,BBQ,food_drink,restaurant: barbecue,barbecue,3.6,15,yes,after-work drinks or informal team social,,,,,,40.6586874,-74.2629799,https://www.openstreetmap.org/node/6744481717,medium,124,yes
way/1097319755,Chris Michael's Steakhouse,food_drink,restaurant,,3.6,15,yes,team lunch or dinner,"40, Oakwood Avenue, Woodbridge, NJ, 07095",Woodbridge,https://www.chrismichaelsnj.com/,+1 732-889-7573,Mo 16:00-22:00; Tu-Th 11:30-22:00; Fr 11:30-23:00; Sa 14:00-23:00; Su 14:00-21:00,40.558113,-74.2940425,https://www.openstreetmap.org/way/1097319755,higher,151,yes
way/854540951,Climax Brewing,food_drink,pub,,3.6,15,yes,after-work drinks or informal team social,"112, Valley Road, Roselle Park, NJ, 07204",Roselle Park,http://www.climaxbrewing.com/index.html,+1-908-620-9585,,40.6597434,-74.2828375,https://www.openstreetmap.org/way/854540951,higher,147,yes
node/6701018764,Cool Runnings Cuisine,food_drink,restaurant,,3.6,15,yes,team lunch or dinner,,,https://www.coolrunningsnj.com/,+1 908-245-2069,,40.6588274,-74.2623133,https://www.openstreetmap.org/node/6701018764,higher,143,yes
node/6704429215,Cranford Station House,food_drink,restaurant,,3.6,15,yes,team lunch or dinner,,,,,,40.6559825,-74.3035041,https://www.openstreetmap.org/node/6704429215,medium,121,yes
node/6452619202,Craven BBQ,food_drink,restaurant: portuguese,portuguese,3.6,15,yes,casual team meal,,,,,,40.6560232,-74.305607,https://www.openstreetmap.org/node/6452619202,medium,124,yes
node/6387889658,Dim Sum,food_drink,restaurant: chinese,chinese,3.6,15,yes,team meal with a specific cuisine angle,,,,,,40.6556578,-74.3054919,https://www.openstreetmap.org/node/6387889658,medium,124,yes
node/1993610699,Emma's Pizza,food_drink,restaurant,,3.6,15,yes,casual team meal,,,,,,40.656663,-74.3035701,https://www.openstreetmap.org/node/1993610699,medium,121,yes
