osm_id,name,pack_type,category,cuisine,distance_miles_from_rahway,rough_drive_minutes_from_rahway,within_45_min_model,team_use_case,address,city,website,phone,opening_hours,lat,lon,osm_url,data_confidence,recommendation_score,verify_before_booking
way/1104787817,Wet Ticket Brewery,food_drink,bar,,0.2,8,yes,after-work drinks or informal team social,"1435, Main Street, Rahway, NJ, 07065",Rahway,https://www.wetticketbrewing.com/,+1 848-666-7141,We 17:00-21:00; Th 16:00-21:00; Fr 16:00-22:00; Sa 12:00-22:00; Su 13:00-19:00,40.6058108,-74.2740483,https://www.openstreetmap.org/way/1104787817,higher,160,yes
way/1104795323,Hugo's Peruvian Restaurant,food_drink,restaurant: peruvian,peruvian,0.2,8,yes,team lunch or dinner,"1505-1507, Main Street, Rahway, NJ, 07065",Rahway,https://www.peruNJ.com,+1 732-827-5850,,40.6067937,-74.2736994,https://www.openstreetmap.org/way/1104795323,higher,159,yes
node/13144988372,Espressito Cafe,food_drink,cafe,,1.3,11,yes,"low-key coffee, dessert, or small-group catch-up","60, Westfield Avenue, Clark, NJ, 07066",Clark,https://www.espressitocafe.com,+1-848-304-3135,Mo-Fr 07:00-16:00; Sa 08:00-16:00; Su 09:00-14:00,40.6191869,-74.2974637,https://www.openstreetmap.org/node/13144988372,higher,157,yes
node/1079085483,Haven Fitness,active_fun,fitness centre,,1.3,11,yes,active team-building or playful outing,"60, Westfield Avenue, Clark, NJ, 07066",Clark,https://thehavenfitnessnj.com/,+1-908-341-0232,Mo-Fr 06:00-21:00; Sa 08:30-12:00; Su off,40.6192482,-74.2975773,https://www.openstreetmap.org/node/1079085483,higher,157,yes
node/9005850756,Perkins,food_drink,restaurant: american,american,2.6,13,yes,casual team meal,"1009, Saint Georges Avenue, Colonia, NJ, 07067",Colonia,https://www.perkinsrestaurants.com/locations/us/nj/colonia/1009-st--georges-avenue/,+1-732-634-7112,Su 08:00-17:00; Mo-Th 09:00-18:00; Fr-Sa 08:00-18:00,40.5728681,-74.2943154,https://www.openstreetmap.org/node/9005850756,higher,157,yes
way/519160833,Mulberry Street Restaurant,food_drink,restaurant: italian,italian,2.8,14,yes,team meal with a specific cuisine angle,"739, Rahway Avenue, Woodbridge, NJ, 07095",Woodbridge,https://www.mulberrystreetrestaurant.com/,+1 732-634-4699,Mo off; Tu-Th 11:30-22:00; Fr 11:30-23:00; Sa 16:00-23:00; Su 15:00-21:00,40.5672031,-74.272679,https://www.openstreetmap.org/way/519160833,higher,156,yes
node/10297015917,Melao Cafe & Creamery,food_drink,cafe,sandwich;coffee_shop;ice_cream,0.2,8,yes,"low-key coffee, dessert, or small-group catch-up","1425, Irving Street, Rahway, NJ, 07065",Rahway,,+1 732-428-4558,Mo-Su 08:00-21:00,40.6063936,-74.2755692,https://www.openstreetmap.org/node/10297015917,higher,155,yes
way/314515588,Rahway Public Library,venue_community,library,,0.4,9,yes,possible hosted event or group gathering,"2, City Hall Plaza, Rahway, NJ, 07065",Rahway,https://www.rahwaylibrary.org/,+1 732-340-1551,,40.6037448,-74.2729805,https://www.openstreetmap.org/way/314515588,higher,155,yes
way/1188548820,Applebee's,food_drink,restaurant: american,american,1.8,12,yes,casual team meal,"671, West Edgar Road, Linden, NJ, 07036",Linden,https://restaurants.applebees.com/en-us/nj/linden/671-west-edgar-rd.-96029,+1 908-523-1200,,40.6204805,-74.2480166,https://www.openstreetmap.org/way/1188548820,higher,155,yes
way/406883889,Target,shopping_walkaround,department store,,1.9,12,yes,easy indoor walkaround with food options nearby,"621, West Edgar Road, Linden, NJ, 07036-3203",Linden,https://www.target.com/sl/linden/1315,+1 908-474-1733,08:00-23:00,40.6188963,-74.2435529,https://www.openstreetmap.org/way/406883889,higher,155,yes
way/543828405,Target,shopping_walkaround,department store,,2.1,12,yes,easy indoor walkaround with food options nearby,"45, Central Avenue, Clark, NJ, 07066-1421",Clark,https://www.target.com/sl/clark/1467,+1 732-882-0736,08:00-22:00,40.6280779,-74.3078725,https://www.openstreetmap.org/way/543828405,higher,155,yes
node/3838320000,LA Fitness,active_fun,fitness centre,,2.2,12,yes,active team-building or playful outing,"1255, Raritan Road, Clark, NJ, 07066",Clark,https://www.lafitness.com/pages/clubhome.aspx?clubid=1100&Clark-New+Jersey+GYM=,+1 732-943-9008,"Mo-Th 05:00-23:00; Fr 05:00-22:00; Sa,Su 08:00-20:00",40.6305975,-74.3064388,https://www.openstreetmap.org/node/3838320000,higher,155,yes
node/2064576303,Bombay Talk,food_drink,restaurant: indian,indian,3.4,15,yes,team meal with a specific cuisine angle,"1358, Oak Tree Road, Iselin, NJ, 08830",Iselin,https://www.bombaytalkusa.com/,+1 732-283-0066,"Mo-Th,Su 11:30-21:30; Fr-Sa 11:30-22:00",40.5739904,-74.3252001,https://www.openstreetmap.org/node/2064576303,higher,155,yes
way/380508157,Applebee's,food_drink,restaurant: american,american,2.2,12,yes,casual team meal,"1255, Raritan Road, Clark, NJ, 07066",Clark,https://restaurants.applebees.com/en-us/nj/clark/1255-raritan-rd.-78026,+1 732-381-1429,,40.6333153,-74.3043626,https://www.openstreetmap.org/way/380508157,higher,154,yes
node/11292153089,Blaze Pizza,food_drink,restaurant: pizza,pizza,2.2,12,yes,casual team meal,"1255, Raritan Road, Clark, NJ, 07066",Clark,https://locations.blazepizza.com/nj/clark/1255-raritan-rd,+1 848-666-1225,,40.6332484,-74.3036408,https://www.openstreetmap.org/node/11292153089,higher,154,yes
node/5751471849,Designers Gallery Fine Art & Custom Framing,activity_attraction,gallery,,2.3,13,yes,local exploration or culture outing,"1049, A Raritan Road, Clark, NJ, 07066",Clark,https://www.designergallery.net/,+1-732-381-6093,"Tu, We, Sa 10:00-16:30; Th 10:00-19:00; Fr 10:00-17:00",40.6268423,-74.3148543,https://www.openstreetmap.org/node/5751471849,higher,154,yes
node/3838322251,Retro Fitness,active_fun,fitness centre,,2.6,13,yes,active team-building or playful outing,"292, Terminal Avenue, Clark, NJ, 07066",Clark,https://www.retrofitness.com/location/clarknj,+1-732-374-3833,Mo-Fr 05:00-22:00;Sa-Su 07:00-19:00,40.6270514,-74.3206751,https://www.openstreetmap.org/node/3838322251,higher,154,yes
way/643272503,Kandahar,food_drink,"restaurant: turkish, afghan",turkish;afghan,3.5,15,yes,team lunch or dinner,"1380, Oak Tree Road, Iselin, NJ, 08830",Iselin,http://kandaharrestaurant.com/,+1 732-283-0900,"Mo-Th,Su 11:00-21:30; Fr-Sa 11:00-22:30",40.5739518,-74.325904,https://www.openstreetmap.org/way/643272503,higher,154,yes
node/6436965787,Hayaku Japanese Hibachi,food_drink,restaurant: japanese,japanese,3.6,15,yes,team meal with a specific cuisine angle,"41, North Avenue East, Cranford, NJ, 07016",Cranford,https://www.hayakucranford.com,+1 908-312-9089,Mo-Th 11:00-21:00; Fr 11:00-20:00; Sa 13:00-21:00; Su Closed,40.6565905,-74.3018478,https://www.openstreetmap.org/node/6436965787,higher,154,yes
node/6373052922,Hunan Wok,food_drink,restaurant: chinese,chinese,3.6,15,yes,team meal with a specific cuisine angle,"43, North Avenue East, Cranford, NJ, 07016",Cranford,https://myhunanwok.com/,+1 908-272-2272,Mo 11:00-20:00; Tu Closed; We-Th 11:00-20:00; Fr-Sa 11:00-20:30; Su 11:00-20:00,40.656584,-74.3018973,https://www.openstreetmap.org/node/6373052922,higher,154,yes
node/11139817980,Dave & Buster's,food_drink,restaurant: american,american,3.7,15,yes,casual team meal,"274, Woodbridge Center Drive, Woodbridge, NJ",Woodbridge,https://www.daveandbusters.com/us/en/about/locations/woodbridge-middlesex,+1 973-435-9800,"Mo-Th 11:00-24:00; Fr 11:00-01:00, Sa 10:00-01:00, Su 10:00-24:00",40.5572854,-74.3003024,https://www.openstreetmap.org/node/11139817980,higher,154,yes
way/643272509,Egg Mania,food_drink,restaurant: indian,indian,3.7,15,yes,team meal with a specific cuisine angle,"1546, Oak Tree Road, Iselin, NJ, 08830",Iselin,https://www.eggmania.com/,+1 732-379-4959,Mo-Th 12:00-22:30; Fr 12:00-23:30; Sa 11:00-23:30; Su 11:00-22:30,40.5734133,-74.3321071,https://www.openstreetmap.org/way/643272509,higher,154,yes
node/6641692493,Yo Delight,food_drink,cafe,ice_cream,3.7,15,yes,"low-key coffee, dessert, or small-group catch-up","82, Main Street, Woodbridge, NJ, 07095",Woodbridge,https://www.yodelightwoodbridge.com/,+1 732-582-6130,Mo-Th 15:00-21:00; Fr 15:00-21:30; Sa 14:00-21:30; Su 14:00-21:00,40.5543323,-74.279872,https://www.openstreetmap.org/node/6641692493,higher,154,yes
node/4568677962,Mijo's Pizza,food_drink,restaurant: pizza,pizza,2.4,13,yes,casual team meal,"427, Lake Avenue, Colonia, NJ, 07067",Colonia,https://mijospizzeria.com/,+1 732-382-2992,,40.6061697,-74.3227608,https://www.openstreetmap.org/node/4568677962,higher,153,yes
way/204592339,Woodbridge Public Library,venue_community,library,,2.9,14,yes,possible hosted event or group gathering,"1, George Frederick Plaza, Woodbridge, NJ, 07095",Woodbridge,https://woodbridgelibrary.org/1026/Public-Library,+1 732-634-4450,"Mo-Th 09:00-21:00; Fr,Sa 09:00-17:00; Su 13:00-17:00",40.5676983,-74.287965,https://www.openstreetmap.org/way/204592339,higher,153,yes
node/7024095990,Crunch Fitness,active_fun,fitness centre,,3.0,14,yes,active team-building or playful outing,"789, St Georges Avenue, Woodbridge, NJ, 07095",Woodbridge,https://www.crunch.com/locations/woodbridge,+1 732-510-1400,Mo-Th 05:00-23:00; Fr 05:00-21:00; Sa-Su 07:00-17:00,40.5662429,-74.2887917,https://www.openstreetmap.org/node/7024095990,higher,153,yes
way/1249366076,Olive Garden,food_drink,restaurant: italian,italian,3.9,16,yes,team meal with a specific cuisine angle,"510, Woodbridge Center Drive, Woodbridge, NJ, 07095",Woodbridge,https://olivegarden.com/locations/nj/woodbridge/woodbridge-center/1745,+1 732-726-3191,"Mo-Th,Su 11:00-22:00; Fr-Sa 11:00-23:00",40.556465,-74.304909,https://www.openstreetmap.org/way/1249366076,higher,153,yes
node/13740853101,Yu Noodles,food_drink,restaurant: chinese,chinese,3.9,16,yes,team meal with a specific cuisine angle,"319, North Avenue, 07027",,https://yunoodles.com/,+19085730455,Mo-Su 11:00-21:00,40.6530899,-74.324084,https://www.openstreetmap.org/node/13740853101,higher,153,yes
node/7111746325,Oakwood Pizza,food_drink,restaurant: pizza,pizza,4.0,16,yes,casual team meal,"1627, Wood Avenue, Edison, NJ, 08820",Edison,https://www.oakwoodpizza.com/oakwoodpizza,+1 732-494-0340,Mo-Sa 11:00-22:00; Su 12:00-22:00,40.5725047,-74.3371746,https://www.openstreetmap.org/node/7111746325,higher,153,yes
node/12949093500,Ming Restaurant,food_drink,restaurant: seafood,seafood,4.1,16,yes,team lunch or dinner,"1655-185, Oak Tree Road, Edison, NJ, 08817",Edison,https://www.mingrestaurants.com/best-seafood-restaurants-in-new-jersey/,+1-732-549-5051,"Tu-Su 12:00-15:00, Tu-Th, Su 17:00-21:30, Fr-Sa 17:00-22:30; Mo off",40.5714904,-74.3397349,https://www.openstreetmap.org/node/12949093500,higher,153,yes
node/7111746322,Mughal Express,food_drink,restaurant: indian,indian,4.1,16,yes,team meal with a specific cuisine angle,"1670, Oak Tree Road, Edison, NJ, 08820",Edison,https://www.moghulexpress.com/,+1 732-549-6222,"Mo-Th,Su 11:30-21:30; Fr-Sa 11:30-23:00",40.5733587,-74.3412357,https://www.openstreetmap.org/node/7111746322,higher,153,yes
node/7111746323,Papa Pancho Pizza,food_drink,"restaurant: pizza, indian",pizza;indian,4.1,16,yes,casual team meal,"1670, Oak Tree Road, Edison, NJ, 08820",Edison,https://www.papapanchopizza.com/,+1 732-902-2248,"Mo-Th,Su 11:30-21:30; Fr-Sa 11:30-22:00",40.5733573,-74.341386,https://www.openstreetmap.org/node/7111746323,higher,153,yes
node/7668021003,Brisas Bakery & Restaurant,food_drink,"restaurant: latin_american, colombian, coffee_shop, bakery",latin_american;colombian;coffee_shop;bakery,4.2,16,yes,"low-key coffee, dessert, or small-group catch-up","985, South Elmora Avenue, Elizabeth, NJ, 07202",Elizabeth,https://brisasempanadas.com/,+1-908-662-2202,Mo-Su 07:00-20:00,40.6535183,-74.224848,https://www.openstreetmap.org/node/7668021003,higher,153,yes
way/761193299,Chili's,food_drink,restaurant: tex-mex,tex-mex,4.2,16,yes,team lunch or dinner,"1655, Oak Tree Road, Edison, NJ, 08820",Edison,https://www.chilis.com/locations/us/new-jersey/edison/edison/,+1 732-906-9112,"Mo-Th,Su 11:00-23:00; Fr-Sa 11:00-24:00",40.5720587,-74.3410778,https://www.openstreetmap.org/way/761193299,higher,153,yes
way/1144233420,Tumi Peruvian Restaurant,food_drink,restaurant: peruvian,peruvian,4.2,16,yes,team lunch or dinner,"600, Bayway, Elizabeth, NJ, 07202",Elizabeth,https://www.tuminj.com/,+1-908-659-0006,Mo-Su 10:00-22:00,40.6455614,-74.2142421,https://www.openstreetmap.org/way/1144233420,higher,153,yes
node/10091105066,The Crab General,food_drink,restaurant: seafood,seafood,2.9,14,yes,team lunch or dinner,"795, Roosevelt Avenue, Carteret, NJ, 07008",Carteret,http://www.thecrabgeneral.com/,+1-732-366-4035,,40.5887334,-74.2281801,https://www.openstreetmap.org/node/10091105066,higher,152,yes
node/2295356898,Rita's Italian Ice,food_drink,ice cream,ice_cream,3.0,14,yes,"low-key coffee, dessert, or small-group catch-up","755, St. George's Avenue, Woodbridge, 07095",Woodbridge,http://www.ritasfranchises.com/stores/store.cfm/Woodbridge-07095/store/584,+1 732-602-9874,,40.5653634,-74.2879613,https://www.openstreetmap.org/node/2295356898,higher,152,yes
node/4953284822,Dakshin Express,food_drink,restaurant: indian,indian,4.3,17,yes,team meal with a specific cuisine angle,"1689, Oak Tree Road, Edison, NJ, 08820",Edison,https://dakshinexpress.com/,+1 732-494-6363,11:00-21:00,40.5722912,-74.3437312,https://www.openstreetmap.org/node/4953284822,higher,152,yes
node/9836543446,Jalapeño de Fuego,food_drink,restaurant: mexican,mexican,4.5,17,yes,casual team meal,"334, Murray Street, Elizabeth, NJ, 07202",Elizabeth,https://www.jalapenodefuego.com/,+1-908-441-7494,Tu-Sa 10:00-20:00; Su 10:00-18:00; Mo closed,40.6608766,-74.2264875,https://www.openstreetmap.org/node/9836543446,higher,152,yes
way/39680266,Colonia Country Club,active_fun,golf course,,2.0,12,yes,active team-building or playful outing,"300, Colonia Boulevard, Rahway, 07067",Rahway,http://coloniacc.net/,+1 732 381 9500,,40.5869185,-74.302557,https://www.openstreetmap.org/way/39680266,higher,151,yes
node/8551448369,Starbucks,food_drink,cafe,coffee_shop,3.4,15,yes,"low-key coffee, dessert, or small-group catch-up","Woodbridge, NJ, 07095",Woodbridge,https://www.starbucks.com/store-locator/store/1025524/nj-tpke-thomas-edison-plaza-so-thomas-edison-travel-plaza-milepost-92-9-woodbridg,+1 732-750-8779,,40.5604273,-74.2645106,https://www.openstreetmap.org/node/8551448369,higher,151,yes
node/10034060127,Big Lots,shopping_walkaround,department store,,3.5,15,yes,easy indoor walkaround with food options nearby,"471, Green Street, Woodbridge, NJ, 07095",Woodbridge,https://local.biglots.com/nj/woodbridge/471-green-st,+1 732-636-1648,09:00-21:00,40.5602878,-74.2983713,https://www.openstreetmap.org/node/10034060127,higher,151,yes
node/10034060128,Burlington,shopping_walkaround,department store,,3.5,15,yes,easy indoor walkaround with food options nearby,"465, Green Street, Woodbridge, NJ, 07095",Woodbridge,https://stores.burlington.com/nj/woodbridge/830,+1 732-634-3525,Mo-Th 08:00-22:00; Fr-Sa 08:00-23:00; Su 08:00-22:00,40.5605626,-74.2977415,https://www.openstreetmap.org/node/10034060128,higher,151,yes
way/1097319755,Chris Michael's Steakhouse,food_drink,restaurant,,3.6,15,yes,team lunch or dinner,"40, Oakwood Avenue, Woodbridge, NJ, 07095",Woodbridge,https://www.chrismichaelsnj.com/,+1 732-889-7573,Mo 16:00-22:00; Tu-Th 11:30-22:00; Fr 11:30-23:00; Sa 14:00-23:00; Su 14:00-21:00,40.558113,-74.2940425,https://www.openstreetmap.org/way/1097319755,higher,151,yes
node/6001023799,San Remo Pizza,food_drink,restaurant,,3.7,15,yes,casual team meal,"87, Main Street, Woodbridge, NJ, 07095",Woodbridge,https://www.sanremowoodbridge.com/,+1 732-634-7151,Mo-Sa 11:00-23:00; Su 12:00-22:30,40.5539966,-74.2801068,https://www.openstreetmap.org/node/6001023799,higher,151,yes
way/464618964,The Reo Diner,food_drink,restaurant,,3.7,15,yes,casual team meal,"392, Amboy Avenue, Woodbridge, NJ, 07095",Woodbridge,https://www.reodiner.com/,+1 732-634-9200,07:00-23:00,40.5541802,-74.2824428,https://www.openstreetmap.org/way/464618964,higher,151,yes
way/457098926,Woodbridge Brewing Co.,food_drink,bar,,3.7,15,yes,after-work drinks or informal team social,"33, Main Street, Woodbridge, 07095",Woodbridge,https://woodbridgebrewingco.com/,+1 732-634-2929,"Mo-Th 11:30-01:00, Fr-Sa 11:30-02:00, Su 10:00-01:00",40.5546665,-74.277194,https://www.openstreetmap.org/way/457098926,higher,151,yes
node/5425340026,Retro Fitness,active_fun,fitness centre,,3.7,15,yes,active team-building or playful outing,"675, Us Highway 1 South, Iselin, NJ, 08830",Iselin,https://www.retrofitness.com/location/woodbridgenj,+1-732-305-2257,Mo-Fr 04:30-24:00; Sa-Su 07:00-19:00,40.559519,-74.30867,https://www.openstreetmap.org/node/5425340026,higher,151,yes
way/86300605,Boscov's,shopping_walkaround,department store,,3.8,16,yes,easy indoor walkaround with food options nearby,"441, Woodbridge Center Drive, Woodbridge, NJ, 07095",Woodbridge,https://locations.boscovs.com/nj/woodbridge/441-woodbridge-center-dr.html,+1 732-634-0003,Mo-Th 09:00-23:00; Fr-Su 08:00-23:00,40.5556565,-74.2962087,https://www.openstreetmap.org/way/86300605,higher,151,yes
way/86300428,Macy's,shopping_walkaround,department store,,3.8,16,yes,easy indoor walkaround with food options nearby,"237, Woodbridge Center Drive, Woodbridge, NJ, 07095",Woodbridge,https://www.macys.com/stores/nj/woodbridge/woodbridge-center_9.html,+1 732-636-2450,Mo-Sa 10:00-21:00; Su 11:00-20:00,40.5555324,-74.2998756,https://www.openstreetmap.org/way/86300428,higher,151,yes
node/12363460216,Sakura Japan,food_drink,restaurant: japanese,japanese,4.8,18,yes,team meal with a specific cuisine angle,"25, South Broad Street, Elizabeth, NJ, 07202",Elizabeth,https://www.sakurajapanelizabethnj.com/,+1-908-354-0015,Mo-Su 11:00-21:00,40.6602754,-74.216327,https://www.openstreetmap.org/node/12363460216,higher,151,yes
way/204592432,Villa Gennaro,food_drink,restaurant: italian,italian,4.8,18,yes,team meal with a specific cuisine angle,"75, Lincoln Highway, Edison, NJ, 08820",Edison,https://villagennaros.com/,+1-732-549-8554,Mo-Sa 11:00-21:45; Su 12:00-21:00,40.5580045,-74.341905,https://www.openstreetmap.org/way/204592432,higher,151,yes
way/204592399,Margaritas Mexican Restaurant,food_drink,restaurant: mexican,mexican,4.9,18,yes,casual team meal,"53, US Route 1, Metuchen, NJ, 08840",Metuchen,https://margs.com/locations/margaritas-mexican-food-restaurant-nj/woodbridge/,+1 732-549-0444,Mo-Th 11:30-22:00; Fr 11:30-23:00; Sa 10:30-23:00; Su 10:30-22:00,40.5477636,-74.3273295,https://www.openstreetmap.org/way/204592399,higher,151,yes
way/1412353867,Anthony's Coal Fired Pizza,food_drink,"restaurant: pizza, wings",pizza;wings,5.0,18,yes,casual team meal,"80, Parsonage Road, Edison, NJ, 08837",Edison,https://acfp.com/locations/edison/,+1 732-744-1500,"Mo-Th,Su 11:00-22:00; Fr-Sa 11:00-23:00",40.5504168,-74.3340305,https://www.openstreetmap.org/way/1412353867,higher,151,yes
way/284281574,Benihana,food_drink,"restaurant: japanese, teppanyaki, steak",japanese;teppanyaki;steak,5.0,18,yes,team meal with a specific cuisine angle,"60, Parsonage Road, Edison, NJ, 08837",Edison,https://www.benihana.com/locations/edison-nj-ed/,+1 732-744-0660,"Mo-Th,Su 11:30-22:00; Fr-Sa 11:30-23:00",40.548899,-74.3334823,https://www.openstreetmap.org/way/284281574,higher,151,yes
node/10747334448,Bamboo House,food_drink,restaurant: chinese,chinese,2.1,12,yes,team meal with a specific cuisine angle,"310, Inman Avenue, Colonia, NJ, 07067",Colonia,,+1-732-574-3665,Mo-Su 10:00-22:00,40.6003082,-74.3158702,https://www.openstreetmap.org/node/10747334448,higher,150,yes
way/39835742,Hyatt Hills Golf Complex,active_fun,golf course,,2.4,13,yes,active team-building or playful outing,"1300, Raritan Road, Clark, NJ, 07066",Clark,https://www.hyatthills.com,+1 732 669 9100,,40.6343978,-74.3083395,https://www.openstreetmap.org/way/39835742,higher,150,yes
node/9879365121,Anytime Fitness,active_fun,fitness centre,,2.6,13,yes,active team-building or playful outing,"549, Inman Avenue, Colonia, NJ, 07067",Colonia,https://www.anytimefitness.com/gyms/2053/colonia-nj-07067/,+1 732-882-1111,,40.5986265,-74.3254271,https://www.openstreetmap.org/node/9879365121,higher,150,yes
node/6387898049,Starbucks,food_drink,cafe,coffee_shop,3.5,15,yes,"low-key coffee, dessert, or small-group catch-up","200, S Avenue East, Cranford, NJ, 07016",Cranford,https://www.starbucks.com/store-locator/store/1006676/cranford-train-station-200-s-ave-e-suite-101-cranford-nj-070162989-us,+1 908-272-3967,,40.6546597,-74.3028219,https://www.openstreetmap.org/node/6387898049,higher,150,yes
way/543976700,Starbucks,food_drink,cafe,coffee_shop,3.5,15,yes,"low-key coffee, dessert, or small-group catch-up","345, North Avenue East, Cranford, NJ, 07016",Cranford,https://www.starbucks.com/store-locator/store/1008821/cranford-n-ave-e-drive-thru-345-n-ave-e-cranford-nj-070162445-us,+1 908-272-7397,,40.6582071,-74.2911385,https://www.openstreetmap.org/way/543976700,higher,150,yes
node/11139818000,Starbucks,food_drink,cafe,coffee_shop,3.7,15,yes,"low-key coffee, dessert, or small-group catch-up","250, Woodbridge Center, Woodbridge Township, NJ, 07095",Woodbridge Township,https://www.starbucks.com/store-locator/store/1031511/woodbridge-mall-250-woodbridge-center-woodbridge-township-nj-07095,+1 646-359-3109,,40.5565705,-74.2991824,https://www.openstreetmap.org/node/11139818000,higher,150,yes
way/643272506,Sukhadia's Fresh Kitchen & Indian Bistro,food_drink,cafe,indian,3.7,15,yes,"low-key coffee, dessert, or small-group catch-up","1507, Oak Tree Road, Isela, NJ, 08830",Isela,https://www.sukhadia.com/store/gokul-sukhadia-s-iselin-nj,,Mo-Fr 09:00-21:00; Sa-Su 09:00-22:00,40.5729245,-74.3311154,https://www.openstreetmap.org/way/643272506,higher,150,yes
node/1119541551,Marshalls,shopping_walkaround,department store,,4.2,16,yes,easy indoor walkaround with food options nearby,"1, Ronson Road, Woodbridge, NJ, 08830",Woodbridge,https://marshalls.com/us/m/stores/Woodbridge+Isellin-NJ-08830/642/aboutstore/,+1 732-602-3283,07:00-23:00,40.5549744,-74.3164592,https://www.openstreetmap.org/node/1119541551,higher,150,yes
node/11037776743,Brooklyn Boys Pizza & Deli,food_drink,restaurant: pizza,pizza,5.1,18,yes,casual team meal,"9, Lincoln Highway, Edison, NJ, 08820",Edison,https://bkboyspizza.com/,+1 732-902-6600,Mo-Th 10:00-21:30; Fr-Sa 10:00-22:00,40.5554254,-74.3446033,https://www.openstreetmap.org/node/11037776743,higher,150,yes
way/227073634,IHOP,food_drink,"restaurant: breakfast, pancake",breakfast;pancake,5.1,18,yes,team lunch or dinner,"50, Parsonage Road, Edison, NJ, 08837",Edison,https://restaurants.ihop.com/en-us/nj/edison/breakfast-50-parsonage-rd-4601,+1 732-548-3020,Mo-Sa 07:00-22:00; Su 07:00-20:00,40.5483307,-74.3332243,https://www.openstreetmap.org/way/227073634,higher,150,yes
