movieId,title,title_without_year,release_year,genres,average_rating,rating_count,tag_count,top_tags,vibe_summary,movielens_url
6016,City of God (Cidade de Deus) (2002),City of God (Cidade de Deus),2002,Action; Adventure; Crime; Drama; Thriller,4.15,75,6,crime; multiple storylines; not seen; photography; true story; violence,character-driven; tense,https://movielens.org/movies/6016
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)","Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il)",1966,Action; Adventure; Western,4.15,72,1,spaghetti western,general audience,https://movielens.org/movies/1201
1203,12 Angry Men (1957),12 Angry Men,1957,Drama,4.15,57,9,claustrophobic; confrontational; court; earnest; good dialogue; great screenplay; gritty; motivational,character-driven,https://movielens.org/movies/1203
1210,Star Wars: Episode VI - Return of the Jedi (1983),Star Wars: Episode VI - Return of the Jedi,1983,Action; Adventure; Sci-Fi,4.14,196,3,darth vader; luke skywalker; space opera,imaginative,https://movielens.org/movies/1210
68157,Inglourious Basterds (2009),Inglourious Basterds,2009,Action; Drama; War,4.14,88,5,black comedy; brad pitt; christoph waltz; quentin tarantino; satire,character-driven,https://movielens.org/movies/68157
7153,"Lord of the Rings: The Return of the King, The (2003)","Lord of the Rings: The Return of the King, The",2003,Action; Adventure; Drama; Fantasy,4.12,185,10,adventure; ensemble cast; fantasy; fantasy world; great soundtrack; lord of the rings; scenic; stylized,character-driven; fantastical,https://movielens.org/movies/7153
608,Fargo (1996),Fargo,1996,Comedy; Crime; Drama; Thriller,4.12,181,5,based on a true story; coen brothers; dark comedy; kidnapping; steve buscemi,funny; character-driven; tense,https://movielens.org/movies/608
4226,Memento (2000),Memento,2000,Mystery; Thriller,4.12,159,13,twist ending; mystery; backwards. memory; cerebral; dark; dreamlike; mindfuck; nonlinear,tense; mind-bending,https://movielens.org/movies/4226
1207,To Kill a Mockingbird (1962),To Kill a Mockingbird,1962,Drama,4.12,58,2,harper lee; racism,character-driven,https://movielens.org/movies/1207
4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)","Lord of the Rings: The Fellowship of the Ring, The",2001,Adventure; Fantasy,4.11,198,7,fantasy; high fantasy; magic; mythology; tolkein; tolkien; wizards,fantastical,https://movielens.org/movies/4993
111,Taxi Driver (1976),Taxi Driver,1976,Crime; Drama; Thriller,4.11,104,1,assassination,character-driven; tense,https://movielens.org/movies/111
78499,Toy Story 3 (2010),Toy Story 3,2010,Adventure; Animation; Children; Comedy; Fantasy; IMAX,4.11,55,0,,funny; family-friendly; fantastical,https://movielens.org/movies/78499
541,Blade Runner (1982),Blade Runner,1982,Action; Sci-Fi; Thriller,4.10,124,13,atmospheric; androids; artificial intelligence; cyberpunk; dreamlike; existentialism; future; mindfuck,tense; imaginative; mind-bending,https://movielens.org/movies/541
1222,Full Metal Jacket (1987),Full Metal Jacket,1987,Drama; War,4.10,102,2,anti-war; vietnam,character-driven,https://movielens.org/movies/1222
2502,Office Space (1999),Office Space,1999,Comedy; Crime,4.09,94,2,stapler; workplace,funny; tense,https://movielens.org/movies/2502
1704,Good Will Hunting (1997),Good Will Hunting,1997,Drama; Romance,4.08,141,3,inspirational; heartwarming,character-driven; romantic,https://movielens.org/movies/1704
1258,"Shining, The (1980)","Shining, The",1980,Horror,4.08,109,9,atmospheric; disturbing; horror; jack nicholson; masterpiece; psychological; stanley kubrick; stephen king,dark,https://movielens.org/movies/1258
79132,Inception (2010),Inception,2010,Action; Crime; Drama; Mystery; Sci-Fi; Thriller; IMAX,4.07,143,26,thought-provoking; dreamlike; philosophy; visually appealing; action; alternate reality; big budget; cerebral,character-driven; tense; imaginative,https://movielens.org/movies/79132
2858,American Beauty (1999),American Beauty,1999,Drama; Romance,4.06,204,0,,character-driven; romantic,https://movielens.org/movies/2858
60069,WALL·E (2008),WALL·E,2008,Adventure; Animation; Children; Romance; Sci-Fi,4.06,104,4,last man on earth; love story; post apocalyptic; social commentary,romantic; family-friendly; imaginative,https://movielens.org/movies/60069
1617,L.A. Confidential (1997),L.A. Confidential,1997,Crime; Film-Noir; Mystery; Thriller,4.06,97,1,police,tense,https://movielens.org/movies/1617
1247,"Graduate, The (1967)","Graduate, The",1967,Comedy; Drama; Romance,4.06,79,1,simon and garfunkel,funny; character-driven; romantic,https://movielens.org/movies/1247
1291,Indiana Jones and the Last Crusade (1989),Indiana Jones and the Last Crusade,1989,Action; Adventure,4.05,140,2,archaeology; holy grail,general audience,https://movielens.org/movies/1291
2542,"Lock, Stock & Two Smoking Barrels (1998)","Lock, Stock & Two Smoking Barrels",1998,Comedy; Crime; Thriller,4.05,67,0,,funny; tense,https://movielens.org/movies/2542
112852,Guardians of the Galaxy (2014),Guardians of the Galaxy,2014,Action; Adventure; Sci-Fi,4.05,59,4,funny; great visuals; humorous; unlikely hero,imaginative,https://movielens.org/movies/112852
1270,Back to the Future (1985),Back to the Future,1985,Adventure; Comedy; Sci-Fi,4.04,171,1,time travel,funny; imaginative,https://movielens.org/movies/1270
778,Trainspotting (1996),Trainspotting,1996,Comedy; Crime; Drama,4.04,102,4,based on a book; dark comedy; drug abuse; narrated,funny; character-driven; tense,https://movielens.org/movies/778
1219,Psycho (1960),Psycho,1960,Crime; Horror,4.04,83,9,alfred hitchcock; black and white; imdb top 250; norman bates; psychology; remade; suspenseful; tense,tense; dark,https://movielens.org/movies/1219
923,Citizen Kane (1941),Citizen Kane,1941,Drama; Mystery,4.04,69,1,rosebud,character-driven,https://movielens.org/movies/923
81845,"King's Speech, The (2010)","King's Speech, The",2010,Drama,4.04,58,0,,character-driven,https://movielens.org/movies/81845
1148,Wallace & Gromit: The Wrong Trousers (1993),Wallace & Gromit: The Wrong Trousers,1993,Animation; Children; Comedy; Crime,4.04,56,1,aardman,funny; tense; family-friendly,https://movielens.org/movies/1148
1215,Army of Darkness (1993),Army of Darkness,1993,Action; Adventure; Comedy; Fantasy; Horror,4.04,51,0,,funny; fantastical; dark,https://movielens.org/movies/1215
110,Braveheart (1995),Braveheart,1995,Action; Drama; War,4.03,237,10,beautiful scenery; epic; historical; inspirational; medieval; mel gibson; oscar (best cinematography); revenge,character-driven; well-regarded,https://movielens.org/movies/110
6711,Lost in Translation (2003),Lost in Translation,2003,Comedy; Drama; Romance,4.03,74,2,atmospheric; japan,funny; character-driven; romantic,https://movielens.org/movies/6711
903,Vertigo (1958),Vertigo,1958,Drama; Mystery; Romance; Thriller,4.03,60,5,alfred hitchcock; atmospheric; falling; imdb top 250; james stewart,character-driven; tense; romantic,https://movielens.org/movies/903
953,It's a Wonderful Life (1946),It's a Wonderful Life,1946,Children; Drama; Fantasy; Romance,4.03,58,1,christmas,character-driven; romantic; family-friendly; fantastical,https://movielens.org/movies/953
5952,"Lord of the Rings: The Two Towers, The (2002)","Lord of the Rings: The Two Towers, The",2002,Adventure; Fantasy,4.02,188,2,myth; tolkein,fantastical,https://movielens.org/movies/5952
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Léon: The Professional (a.k.a. The Professional) (Léon),1994,Action; Crime; Drama; Thriller,4.02,133,35,assassin; hit men; jean reno; action; assassination; assassins; awkward romance; corruption,character-driven; tense,https://movielens.org/movies/293
74458,Shutter Island (2010),Shutter Island,2010,Drama; Mystery; Thriller,4.02,67,7,insanity; leonardo dicaprio; martin scorsese; plot twist; psychological; psychological thriller; thought-provoking,character-driven; tense; mind-bending,https://movielens.org/movies/74458
1288,This Is Spinal Tap (1984),This Is Spinal Tap,1984,Comedy,4.02,66,4,music; heavy metal; mockumentary,funny,https://movielens.org/movies/1288
116797,The Imitation Game (2014),The Imitation Game,2014,Drama; Thriller; War,4.02,50,2,inspirational; intelligent,character-driven; tense,https://movielens.org/movies/116797
1259,Stand by Me (1986),Stand by Me,1986,Adventure; Drama,4.01,91,1,stephen king,character-driven,https://movielens.org/movies/1259
1387,Jaws (1975),Jaws,1975,Action; Horror,4.01,91,1,shark,dark,https://movielens.org/movies/1387
48780,"Prestige, The (2006)","Prestige, The",2006,Drama; Mystery; Sci-Fi; Thriller,4.01,90,3,atmospheric; enigmatic; ummarti2006,character-driven; tense; imaginative,https://movielens.org/movies/48780
8874,Shaun of the Dead (2004),Shaun of the Dead,2004,Comedy; Horror,4.01,77,1,zombies,funny; dark,https://movielens.org/movies/8874
910,Some Like It Hot (1959),Some Like It Hot,1959,Comedy; Crime,4.01,50,1,men in drag,funny; tense,https://movielens.org/movies/910
4995,"Beautiful Mind, A (2001)","Beautiful Mind, A",2001,Drama; Romance,4.00,123,1,mathematics,character-driven; romantic,https://movielens.org/movies/4995
1206,"Clockwork Orange, A (1971)","Clockwork Orange, A",1971,Crime; Drama; Sci-Fi; Thriller,4.00,120,1,brainwashing,character-driven; tense; imaginative,https://movielens.org/movies/1206
68954,Up (2009),Up,2009,Adventure; Animation; Children; Drama,4.00,105,13,adventure; bechdel test:fail; bittersweet; cartoon; children; computer animation; divorce; dogs,character-driven; family-friendly,https://movielens.org/movies/68954
2692,Run Lola Run (Lola rennt) (1998),Run Lola Run (Lola rennt),1998,Action; Crime,4.00,75,1,alternate endings,tense,https://movielens.org/movies/2692
51255,Hot Fuzz (2007),Hot Fuzz,2007,Action; Comedy; Crime; Mystery,4.00,61,1,british comedy,funny; tense,https://movielens.org/movies/51255
457,"Fugitive, The (1993)","Fugitive, The",1993,Thriller,3.99,190,1,based on a tv show,tense,https://movielens.org/movies/457
91529,"Dark Knight Rises, The (2012)","Dark Knight Rises, The",2012,Action; Adventure; Crime; IMAX,3.99,76,8,anne hathaway; christian bale; christopher nolan; comic book; great ending; morgan freeman; political commentary; superhero,tense,https://movielens.org/movies/91529
109487,Interstellar (2014),Interstellar,2014,Sci-Fi; IMAX,3.99,73,10,sci-fi; time-travel; bad dialogue; black hole; christopher nolan; philosophical issues; thought-provoking; visually appealing,imaginative,https://movielens.org/movies/109487
1278,Young Frankenstein (1974),Young Frankenstein,1974,Comedy; Fantasy,3.99,69,1,spoof,funny; fantastical,https://movielens.org/movies/1278
1394,Raising Arizona (1987),Raising Arizona,1987,Comedy,3.99,58,1,coen brothers,funny,https://movielens.org/movies/1394
47,Seven (a.k.a. Se7en) (1995),Seven (a.k.a. Se7en),1995,Mystery; Thriller,3.98,203,3,mystery; serial killer; twist ending,tense; mind-bending,https://movielens.org/movies/47
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Twelve Monkeys (a.k.a. 12 Monkeys),1995,Mystery; Sci-Fi; Thriller,3.98,177,10,time travel; brad pitt; bruce willis; mindfuck; post apocalyptic; post-apocalyptic; remake; twist ending,tense; imaginative; mind-bending,https://movielens.org/movies/32
4878,Donnie Darko (2001),Donnie Darko,2001,Drama; Mystery; Sci-Fi; Thriller,3.98,109,29,dreamlike; hallucinatory; atmospheric; mental illness; psychological; surreal; thought-provoking; time travel,character-driven; tense; imaginative,https://movielens.org/movies/4878
1234,"Sting, The (1973)","Sting, The",1973,Comedy; Crime,3.98,64,1,the entertainer,funny; tense,https://movielens.org/movies/1234
1090,Platoon (1986),Platoon,1986,Drama; War,3.98,63,1,vietnam,character-driven,https://movielens.org/movies/1090
589,Terminator 2: Judgment Day (1991),Terminator 2: Judgment Day,1991,Action; Sci-Fi,3.97,224,8,apocalypse; arnold schwarzenegger; nuclear war; robots; sci-fi; scifi masterpiece; suspense; time travel,tense; imaginative,https://movielens.org/movies/589
1214,Alien (1979),Alien,1979,Horror; Sci-Fi,3.97,146,1,aliens,imaginative; dark,https://movielens.org/movies/1214
6502,28 Days Later (2002),28 Days Later,2002,Action; Horror; Sci-Fi,3.97,58,2,zombies,imaginative; dark,https://movielens.org/movies/6502
2804,"Christmas Story, A (1983)","Christmas Story, A",1983,Children; Comedy,3.97,55,1,christmas,funny; family-friendly,https://movielens.org/movies/2804
6377,Finding Nemo (2003),Finding Nemo,2003,Adventure; Animation; Children; Comedy,3.96,141,3,disney; fish; heartwarming,funny; family-friendly,https://movielens.org/movies/6377
6874,Kill Bill: Vol. 1 (2003),Kill Bill: Vol. 1,2003,Action; Crime; Thriller,3.96,131,2,martial arts; revenge,tense,https://movielens.org/movies/6874
1200,Aliens (1986),Aliens,1986,Action; Adventure; Horror; Sci-Fi,3.96,126,9,space; action; aliens; horror; sci-fi; space craft; space travel; suspense,tense; imaginative; dark,https://movielens.org/movies/1200
1246,Dead Poets Society (1989),Dead Poets Society,1989,Drama,3.96,86,2,high school; highschool,character-driven,https://movielens.org/movies/1246
6,Heat (1995),Heat,1995,Action; Crime; Thriller,3.95,102,0,,tense,https://movielens.org/movies/6
2997,Being John Malkovich (1999),Being John Malkovich,1999,Comedy; Drama; Fantasy,3.95,99,0,,funny; character-driven; fantastical,https://movielens.org/movies/2997
1653,Gattaca (1997),Gattaca,1997,Drama; Sci-Fi; Thriller,3.95,86,3,future; intelligent; thought-provoking,character-driven; tense; imaginative,https://movielens.org/movies/1653
48774,Children of Men (2006),Children of Men,2006,Action; Adventure; Drama; Sci-Fi; Thriller,3.95,64,0,,character-driven; tense; imaginative,https://movielens.org/movies/48774
364,"Lion King, The (1994)","Lion King, The",1994,Adventure; Animation; Children; Drama; Musical; IMAX,3.94,172,5,disney; disney animated feature; oscar (best music - original score); soundtrack,character-driven; family-friendly; well-regarded,https://movielens.org/movies/364
3578,Gladiator (2000),Gladiator,2000,Action; Adventure; Drama,3.94,170,8,ancient rome; epic; history; imdb top 250; revenge; romans; rome; russell crowe,character-driven,https://movielens.org/movies/3578
1265,Groundhog Day (1993),Groundhog Day,1993,Comedy; Fantasy; Romance,3.94,143,0,,funny; romantic; fantastical,https://movielens.org/movies/1265
49272,Casino Royale (2006),Casino Royale,2006,Action; Adventure; Thriller,3.94,81,0,,tense,https://movielens.org/movies/49272
99114,Django Unchained (2012),Django Unchained,2012,Action; Drama; Western,3.94,71,12,soundtrack; action; christoph waltz; funny; good soundtrack; great performances; humour; leonardo dicaprio,character-driven,https://movielens.org/movies/99114
2194,"Untouchables, The (1987)","Untouchables, The",1987,Action; Crime; Drama,3.94,65,2,capone; gangsters,character-driven; tense,https://movielens.org/movies/2194
1035,"Sound of Music, The (1965)","Sound of Music, The",1965,Musical; Romance,3.94,64,1,rogers and hammerstein,romantic,https://movielens.org/movies/1035
1304,Butch Cassidy and the Sundance Kid (1969),Butch Cassidy and the Sundance Kid,1969,Action; Western,3.94,62,1,crime,general audience,https://movielens.org/movies/1304
3671,Blazing Saddles (1974),Blazing Saddles,1974,Comedy; Western,3.94,62,3,dark humor; easygoing; silly,funny,https://movielens.org/movies/3671
76093,How to Train Your Dragon (2010),How to Train Your Dragon,2010,Adventure; Animation; Children; Fantasy; IMAX,3.94,53,0,,family-friendly; fantastical,https://movielens.org/movies/76093
34405,Serenity (2005),Serenity,2005,Action; Adventure; Sci-Fi,3.94,50,2,firefly; predictable,imaginative,https://movielens.org/movies/34405
1080,Monty Python's Life of Brian (1979),Monty Python's Life of Brian,1979,Comedy,3.93,89,3,bible; parody; religion,funny,https://movielens.org/movies/1080
16,Casino (1995),Casino,1995,Crime; Drama,3.93,82,1,mafia,character-driven; tense,https://movielens.org/movies/16
4262,Scarface (1983),Scarface,1983,Action; Crime; Drama,3.93,67,1,al pacino,character-driven; tense,https://movielens.org/movies/4262
1,Toy Story (1995),Toy Story,1995,Adventure; Animation; Children; Comedy; Fantasy,3.92,215,3,pixar; fun,funny; family-friendly; fantastical; warm,https://movielens.org/movies/1
5989,Catch Me If You Can (2002),Catch Me If You Can,2002,Crime; Drama,3.92,115,8,cheating; crime; intelligent; leonardo dicaprio; lies; smart; tom hanks; twists & turns,character-driven; tense; mind-bending,https://movielens.org/movies/5989
1732,"Big Lebowski, The (1998)","Big Lebowski, The",1998,Comedy; Crime,3.92,106,32,coen brothers; black comedy; bowling; classic; comedy; crime; cult classic; cult film,funny; tense; well-regarded,https://movielens.org/movies/1732
3949,Requiem for a Dream (2000),Requiem for a Dream,2000,Drama,3.92,96,3,depressing; drug abuse; psychology,character-driven,https://movielens.org/movies/3949
1079,"Fish Called Wanda, A (1988)","Fish Called Wanda, A",1988,Comedy; Crime,3.92,71,1,fish,funny; tense,https://movielens.org/movies/1079
106782,"Wolf of Wall Street, The (2013)","Wolf of Wall Street, The",2013,Comedy; Crime; Drama,3.92,54,5,drugs; leonardo dicaprio; martin scorsese; stock market; wall street,funny; character-driven; tense,https://movielens.org/movies/106782
8368,Harry Potter and the Prisoner of Azkaban (2004),Harry Potter and the Prisoner of Azkaban,2004,Adventure; Fantasy; IMAX,3.91,93,2,magic; wizards,fantastical,https://movielens.org/movies/8368
88125,Harry Potter and the Deathly Hallows: Part 2 (2011),Harry Potter and the Deathly Hallows: Part 2,2011,Action; Adventure; Drama; Fantasy; Mystery; IMAX,3.91,50,0,,character-driven; fantastical,https://movielens.org/movies/88125
1240,"Terminator, The (1984)","Terminator, The",1984,Action; Sci-Fi; Thriller,3.90,131,8,robots; action; artificial intelligence; sci-fi; special effects; tense; time travel,tense; imaginative,https://movielens.org/movies/1240
4034,Traffic (2000),Traffic,2000,Crime; Drama; Thriller,3.90,70,2,based on a tv show; drugs,character-driven; tense,https://movielens.org/movies/4034
55820,No Country for Old Men (2007),No Country for Old Men,2007,Crime; Drama,3.90,64,0,,character-driven; tense,https://movielens.org/movies/55820
7143,"Last Samurai, The (2003)","Last Samurai, The",2003,Action; Adventure; Drama; War,3.90,62,0,,character-driven,https://movielens.org/movies/7143
2762,"Sixth Sense, The (1999)","Sixth Sense, The",1999,Drama; Horror; Mystery,3.89,179,9,ghosts; atmospheric; bruce willis; i see dead people; imdb top 250; mindfuck; stylized; twist ending,character-driven; dark; mind-bending,https://movielens.org/movies/2762
924,2001: A Space Odyssey (1968),2001: A Space Odyssey,1968,Adventure; Drama; Sci-Fi,3.89,109,41,space; aliens; apes; arthur c. clarke; artificial intelligence; atmospheric; cinematography; classic,character-driven; imaginative; well-regarded,https://movielens.org/movies/924
1028,Mary Poppins (1964),Mary Poppins,1964,Children; Comedy; Fantasy; Musical,3.89,71,2,disney; nanny,funny; family-friendly; fantastical,https://movielens.org/movies/1028
69844,Harry Potter and the Half-Blood Prince (2009),Harry Potter and the Half-Blood Prince,2009,Adventure; Fantasy; Mystery; Romance; IMAX,3.89,58,0,,romantic; fantastical,https://movielens.org/movies/69844
80463,"Social Network, The (2010)","Social Network, The",2010,Drama,3.89,57,3,good dialogue; loneliness; witty,character-driven,https://movielens.org/movies/80463
33166,Crash (2004),Crash,2004,Crime; Drama,3.89,50,1,racism,character-driven; tense,https://movielens.org/movies/33166
44191,V for Vendetta (2006),V for Vendetta,2006,Action; Sci-Fi; Thriller; IMAX,3.88,100,0,,tense; imaginative,https://movielens.org/movies/44191
919,"Wizard of Oz, The (1939)","Wizard of Oz, The",1939,Adventure; Children; Fantasy; Musical,3.88,92,2,dorothy; toto,family-friendly; fantastical,https://movielens.org/movies/919
1356,Star Trek: First Contact (1996),Star Trek: First Contact,1996,Action; Adventure; Sci-Fi; Thriller,3.88,91,1,borg,tense; imaginative,https://movielens.org/movies/1356
46578,Little Miss Sunshine (2006),Little Miss Sunshine,2006,Adventure; Comedy; Drama,3.88,77,0,,funny; character-driven,https://movielens.org/movies/46578
71535,Zombieland (2009),Zombieland,2009,Action; Comedy; Horror,3.88,53,6,bill murray; dark comedy; emma stone; funny; jesse eisenberg; woody harrelson,funny; dark,https://movielens.org/movies/71535
4306,Shrek (2001),Shrek,2001,Adventure; Animation; Children; Comedy; Fantasy; Romance,3.87,170,1,fairy tales,funny; romantic; family-friendly; fantastical,https://movielens.org/movies/4306
4886,"Monsters, Inc. (2001)","Monsters, Inc.",2001,Adventure; Animation; Children; Comedy; Fantasy,3.87,132,0,,funny; family-friendly; fantastical,https://movielens.org/movies/4886
1073,Willy Wonka & the Chocolate Factory (1971),Willy Wonka & the Chocolate Factory,1971,Children; Comedy; Fantasy; Musical,3.87,119,0,,funny; family-friendly; fantastical,https://movielens.org/movies/1073
7438,Kill Bill: Vol. 2 (2004),Kill Bill: Vol. 2,2004,Action; Drama; Thriller,3.87,110,1,revenge,character-driven; tense,https://movielens.org/movies/7438
1610,"Hunt for Red October, The (1990)","Hunt for Red October, The",1990,Action; Adventure; Thriller,3.87,90,1,tom clancy,tense,https://movielens.org/movies/1610
3897,Almost Famous (2000),Almost Famous,2000,Drama,3.87,83,4,music; journalism; rolling stone,character-driven,https://movielens.org/movies/3897
50872,Ratatouille (2007),Ratatouille,2007,Animation; Children; Drama,3.87,72,4,inspirational; a clever chef rat; clever,character-driven; family-friendly,https://movielens.org/movies/50872
